"","year_end","fran_id","id","MaxElo","tot_sal","tot_spMP","tot_spWS","tot_spBPM","tot_spPTS","tot_spPER","tot_spVORP","tot_spUSG","avg_sal","avg_spMP","avg_spWS","avg_spBPM","avg_spPTS","avg_spPER","avg_spVORP","avg_spUSG","max_sal","max_spMP","max_spWS","max_spBPM","max_spPTS","max_spPER","max_spVORP","max_spUSG","min_sal","min_spMP","min_spWS","min_spBPM","min_spPTS","min_spPER","min_spVORP","min_spUSG","std_sal","std_spMP","std_spWS","std_spBPM","std_spPTS","std_spPER","std_spVORP","std_spUSG"
"169",1997,"Grizzlies","MEM-1997",NA,15483000,12301.0450458301,-15428593.2601881,-1759995.48831253,41306.1706117613,1231440.69262172,Inf,834252.681144001,1290250,1025.08708715251,-1285716.10501567,-146666.290692711,3442.18088431344,102620.057718477,Inf,69521.0567620001,2186000,3231.27035830619,2566666.66666667,10450000,13777.7777777778,210000,Inf,120114.942528736,220000,264.415156507413,-2.1e+07,-6250000,718.120805369128,23404.2553191489,-2480000,14193.5483870968,714550.47852733,854.991007145789,6325657.10378183,3765098.36540565,3633.29289049027,55489.6617970384,NA,35272.3215401339
"170",1997,"Heat","MIA-1997",1687.4017,19880500,22358.0833037651,Inf,5926135.86746091,263654.473380865,1163319.68440535,Inf,936202.07318342,1656708.33333333,1863.17360864709,Inf,493844.655621743,21971.2061150721,96943.3070337789,Inf,78016.8394319517,9380000,6875,Inf,3474074.07407407,220000,434259.259259259,Inf,341090.909090909,220000,117.243012790147,-2200000,-252653.06122449,275.919732441472,-53658.5365853659,-5e+06,9555.98455598456,2582247.48354759,1987.83267803994,NA,1061284.08084992,62438.5635896007,125303.056900379,NA,95628.6581610808
"171",1997,"Bucks","MIL-1997",1487.2281,22805500,12324.2457543657,6748928.93476846,7402534.16370267,39510.7751769139,1571324.7986774,Inf,1230554.69740738,2073227.27272727,1120.38597766961,613538.99406986,672957.651245697,3591.88865244672,142847.708970673,Inf,111868.608855216,4640000,1953.09882747069,1227368.42105263,15466666.6666667,8510.94890510949,265142.857142857,Inf,213928.571428571,247500,594.660194174757,312500,-6666666.66666667,1619.78221415608,24264.7058823529,-11585000,24750,1459640.21874632,428.499824362325,279877.68538322,5881679.85927712,1937.54203978506,82103.1806271924,NA,64827.9707669743
"172",1997,"Knicks","NYK-1997",1650.6416,24985000,43968.411115757,Inf,9813784.45084479,104000.49807643,1970998.61693883,Inf,1313981.25593613,1921923.07692308,3382.18547044284,Inf,754906.49621883,8000.03831357157,151615.278226064,Inf,101075.481225856,5004000,24750,Inf,8880000,41250,442477.876106195,Inf,285942.857142857,247500,503.68689733409,246666.666666667,-3333333.33333333,1713.30668189606,15468.75,-7850000,8967.39130434783,1640284.94534428,6521.66512695915,NA,2954808.15643622,11169.419871821,127067.072771873,NA,84085.0408593099
"173",1997,"Thunder","OKC-1997",1692.9861,29801500,39306.7528418534,Inf,11125854.5954819,92166.7799417381,1789622.39109862,Inf,1507041.94036964,2128678.57142857,2807.62520298953,Inf,794703.89967728,6583.34142440986,127830.170792759,Inf,107645.852883545,10212000,9519.23076923077,Inf,5e+06,21153.8461538462,468440.366972477,Inf,386818.181818182,247500,252.0366598778,130263.157894737,-309375,825,10668.1034482759,-6650000,9630.35019455253,2636828.70864534,3283.21243458096,NA,1435749.73719299,6483.74039644365,123636.215657922,NA,108985.625282098
"174",1997,"Magic","ORL-1997",1606.6497,38919000,30787.6236877567,20545402.5442164,Inf,90872.7725071396,2548770.40612825,Inf,2084705.01971767,2993769.23076923,2368.27874521205,1580415.58032434,Inf,6990.21326977997,196059.262009865,Inf,160361.924593667,14857000,9338.98305084746,6140000,Inf,27550,858786.12716763,Inf,922795.031055901,220000,112.397820163488,-1100000,-12506666.6666667,291.86320754717,18198.5294117647,-1e+07,10784.3137254902,4115993.27631145,2581.89788798407,2182321.39721246,NA,7647.19791217048,236454.545345574,NA,246631.330935522
"175",1997,"Sixers","PHI-1997",1369.9447,20369500,15109.042830769,15118513.4220234,63395713.5534203,45769.2089077538,1417273.41495091,Inf,1161821.16451793,1697458.33333333,1259.08690256409,1259876.11850195,5282976.12945169,3814.10074231282,118106.117912576,Inf,96818.4303764944,6739000,3205.99429115128,3560000,67390000,9754.96688741722,389537.572254335,Inf,284345.991561181,247000,145.161290322581,107608.695652174,-1500000,387.323943661972,18065.6934306569,-6175000,13750,1796738.4650367,871.198005333685,1069150.20637308,19573504.1329481,2762.74239425131,103876.680843486,NA,92724.0489566491
"176",1997,"Suns","PHO-1997",1567.5786,27048500,22773.7160413499,-4457281.32978133,4952194.56964766,60514.0945262963,1913773.90506313,4895652.51196172,1294929.15708751,2458954.54545455,2070.3378219409,-405207.393616485,450199.506331605,5501.28132057239,173979.44591483,445059.319269247,117720.832462501,7e+06,4466.58097686375,2200000,3416500,13023.2558139535,394886.363636364,5750000,309734.513274336,220000,135.024549918167,-5791666.66666667,-1237500,275.612472160356,16282.8947368421,-2800000,11049.1071428571,2563210.47179651,1428.26866482137,2452513.6039745,1421414.1424032,3892.4833448463,142317.270982516,2583457.44706299,116546.543455558
"177",1997,"Trailblazers","POR-1997",1596.9564,22005000,12507.0626678966,5666401.16021971,-10795355.3000147,36662.7545161214,1534725.28560949,Inf,1210066.26109817,2200500,1250.70626678966,566640.116021971,-1079535.53000147,3666.27545161214,153472.528560949,Inf,121006.626109817,4175000,2228.26086956522,1171428.57142857,2088571.42857143,12933.7539432177,405940.594059406,Inf,386792.452830189,220000,613.138686131387,213818.181818182,-7220000,1333.33333333333,17054.2635658915,-3e+06,9821.42857142857,1514928.47282562,436.989448152704,312111.943565045,3037487.21624817,3328.02068391839,121122.018978138,NA,111173.593523935
"178",1997,"Kings","SAC-1997",1458.0149,27670000,26693.9547471995,Inf,-24896847.8239586,96518.1012213573,2234267.4541537,Inf,1582781.47315029,2128461.53846154,2053.38113439996,Inf,-1915142.14030451,7424.46932471979,171866.727242592,Inf,121752.421011561,3773000,6130.51823416507,Inf,1083333.33333333,22978.4172661871,339787.234042553,Inf,213055.555555556,247500,179.869186046512,165000,-18865000,510.309278350515,19488.188976378,-12930000,12692.3076923077,1255188.78828277,1789.841802376,NA,5171851.94135671,8005.72682865426,106683.761093835,NA,72075.8584036941
"179",1997,"Spurs","SAS-1997",1576.6639,26368500,86504.526188641,Inf,-7306173.43409279,155877.437332677,1597243.32248491,39379956.7099567,1197206.7401485,2397136.36363636,7864.047835331,Inf,-664197.584917526,14170.6761211524,145203.938407719,3579996.06454152,108836.976377136,9952000,67700.6802721088,Inf,4976000,93886.7924528302,380928.571428571,49760000,305276.073619632,247500,127.249357326478,72794.1176470588,-4848181.81818182,216.157205240175,12627.5510204082,-35570000,8333.33333333333,2924892.15263494,20093.0088677762,NA,2369222.67913678,28892.8299485827,133910.98343678,19885545.0825317,100859.195985577
"180",1997,"Raptors","TOR-1997",1427.1194,14133900,18434.6776392438,Inf,3341764.33895925,68812.4019248816,1279401.15966888,-3888066.24895572,729061.031634267,1177825,1536.22313660365,Inf,278480.361579937,5734.36682707347,106616.76330574,-324005.52074631,60755.0859695222,3100000,4460.86956521739,Inf,11440000,29314.2857142857,418918.918918919,5270000,126016.260162602,205200,93.5020778239516,-1937500,-8113333.33333333,206.422018348624,16610.7382550336,-8e+06,11091.8918918919,926161.26430552,1445.80350261308,NA,4251324.94587411,8012.38858091004,110020.615792682,3209037.32763052,41755.832059611
"181",1997,"Jazz","UTA-1997",1764.468,21699000,12220.6375532416,5845245.79820633,-8664812.37798603,33584.7968479228,1338117.02292396,Inf,1110551.89114494,1972636.36363636,1110.96705029469,531385.981655121,-787710.216180548,3053.16334981117,121647.002083996,Inf,100959.262831358,6e+06,2558.85363357216,2083333.33333333,1538461.53846154,8297.87234042553,271493.212669683,Inf,326086.956521739,220000,152.475247524752,52027.027027027,-9750000,441.008018327606,21153.8461538462,-2.3e+07,11640.2116402116,1917208.55791577,894.633787537093,590153.126650725,3074563.23041556,2877.8518357251,94517.4748744652,NA,93723.7440723139
"182",1997,"Wizards","WAS-1997",1567.3505,34692500,22487.3981248413,Inf,9444081.1285406,81263.1706095451,2480025.42289417,Inf,1883369.0085873,2668653.84615385,1729.79985575703,Inf,726467.779118508,6251.01312381116,190771.186376475,Inf,144874.5391221,9750000,3560.60606060606,Inf,19500000,20888.8888888889,605590.062111801,Inf,416666.666666667,247500,218.446601941748,-1237500,-4567777.77777778,661.764705882353,24504.9504950495,-2250000,12757.7319587629,3065146.55974104,1048.86072402396,NA,5896079.59479947,5673.55740825209,185970.368967867,NA,148016.764473255
"183",1998,"Hawks","ATL-1998",1637.0354,26801827,30969.4893614533,Inf,6479374.50473836,170844.975448626,1865583.38020864,Inf,1348984.80790881,2061679,2382.26841241948,Inf,498413.423441412,13141.9211883559,143506.413862203,Inf,103768.062146831,9615187,17015.625,Inf,3846074.8,136125,485615.505050505,Inf,546317.443181818,242000,121.044831419044,59400,-1285500,405.334987593052,11862.7450980392,-3619200,8461.53846153846,2929840.98108066,4489.27842225844,NA,1327907.29954105,37020.3779750626,163420.196511691,NA,155710.821057727
"184",1998,"Nets","BKN-1998",1569.4976,22327861,92587.9651604572,Inf,3931443.16267199,891254.730608051,1281731.61713022,-60246201.1965812,1547296.44200449,2029805.54545455,8417.08774185975,Inf,357403.923879272,81023.1573280047,116521.056102747,-5476927.38150738,140663.312909499,4400000,50476.1904761905,Inf,2444444.44444444,706666.666666667,345000,7200000,467141.136363636,272250,160.241318422602,-15525000,-1523500,426.056338028169,-326153.846153846,-36564000,10234.962406015,1252593.40840924,15767.9861819066,NA,1299949.90659164,210843.591441467,178264.581043449,13274041.5600155,125812.152289263
"185",1998,"Celtics","BOS-1998",1458.2198,16167460,13298.2191469979,6411225.92455004,24183870.1587302,44623.1192003184,1128732.42872786,Inf,949849.037651569,1616746,1329.82191469979,641122.592455004,2418387.01587302,4462.31192003184,112873.242872786,Inf,94984.903765157,3400000,4675.61521252796,1900000,1.2e+07,20900,183050.847457627,Inf,191743.119266055,4e+05,323.754789272031,192045.454545455,-1437600,1013.08695652174,22471.9101123596,-21600000,17391.3043478261,917683.653265716,1322.23458818317,538657.26469777,4087355.38618136,6039.99786597632,56830.5852850374,NA,58941.4398057718
"186",1998,"Hornets","CHA-1998",1627.0959,24205333,15137.698315078,7511604.18460476,20257832.117157,37402.0251419598,1517305.57175441,Inf,1203775.23027252,2200484.81818182,1376.15439227981,682873.107691342,1841621.10155973,3400.18410381453,137936.870159492,Inf,109434.111842956,4833333,3769.30998970134,2152941.17647059,7250000,7469.38775510204,270229.885057471,Inf,257092.180851064,242000,368.90243902439,237627.118644068,-2440000,1425.39267015707,17664.2335766423,-3250000,11308.4112149533,1786008.52400972,1032.29702625477,532632.56666171,3258855.42855135,2220.98469105255,103385.817785885,NA,89345.9234908123
"187",1998,"Bulls","CHI-1998",1788.2704,59329750,63169.4272311566,Inf,52398783.0603929,130564.688670217,3217447.93294564,Inf,2623228.95956164,4563826.92307692,4859.18671008897,Inf,4030675.62003022,10043.4375900167,247495.994841972,Inf,201786.843043203,33140000,35152.9411764706,Inf,31849000,59760,1315079.36507937,Inf,983382.789317507,272250,670.241286863271,197368.421052632,-6e+05,1994.68085106383,35460.9929078014,-4500000,17015.625,8733491.80093066,9458.79625902693,NA,8765364.62519576,15434.6750202364,338400.920447183,NA,271558.591040849
"188",1998,"Cavaliers","CLE-1998",1610.827,26082290,77210.4133907853,Inf,4463069.7135906,254681.046791282,2841136.93031003,Inf,1295881.40174595,1863020.71428571,5515.02952791323,Inf,318790.6938279,18191.5033422344,202938.352165002,Inf,92562.9572675678,8600000,28297.8723404255,Inf,5375000,96250,733333.333333333,Inf,307142.857142857,250000,98.9315393747527,-15400000,-1333333.33333333,300.480769230769,23364.4859813084,-15400000,14044.9438202247,2226100.05229036,9626.05713866713,NA,1575640.59184946,33109.3321724693,223493.159507391,NA,92746.6250171473
"189",1998,"Nuggets","DEN-1998",1323.2433,17559760,21433.4899773527,2586530.67922335,-5875912.24862237,56016.6066325332,1490612.98328929,3410935.71428571,894650.359114817,1463313.33333333,1786.12416477939,215544.223268612,-489659.354051864,4668.0505527111,124217.748607441,284244.642857143,74554.1965929014,4030000,7858.75862068965,11395200,-51489.3617021277,17148.9361702128,438043.47826087,18250000,213227.513227513,242000,149.186256781193,-13433333.3333333,-2147058.82352941,439.414114513981,24264.7058823529,-11395200,13519.5530726257,1239425.69936339,2414.03413139479,5535888.38326361,588376.757913662,5465.94467621439,117452.584568906,8950573.27814266,64445.2683485373
"190",1998,"Pistons","DET-1998",1587.2719,21361295,14309.9014274248,6041904.40858455,-29977831.1594203,50690.1001362943,1452319.4233644,32509960.898905,1184547.66821692,2136129.5,1430.99014274248,604190.440858455,-2997783.11594203,5069.01001362943,145231.94233644,3250996.0898905,118454.766821692,5850000,3532.25304465494,1631459.375,2500000,18513.0141843972,275943.396226415,8701116.66666667,253430.582524272,480000,500.229885057471,145066.666666667,-1.5e+07,1592.19512195122,40049.0797546012,-960000,40336.1344537815,1748627.71687853,975.935488920128,411392.998240708,6006990.23798226,5186.40637727153,89627.7748824058,3301785.21767481,75589.727155598
"191",1998,"Warriors","GSW-1998",1398.2869,21140219,27192.0877825465,Inf,-4673831.17013768,76422.6180873852,1762397.01678434,64330631.9047619,1070198.22851588,2642527.375,3399.01097281831,Inf,-584228.89626721,9552.82726092315,220299.627098042,8041328.98809524,133774.778564485,7770000,14204.7531992687,Inf,3627272.72727273,25986.6220735786,514569.536423841,77700000,268858.131487889,1235000,556.807228915663,-14950000,-5180000,1523.04840370752,105634.285714286,-7260330,65646.7005076142,2257790.1200955,4429.26107722887,NA,2385333.23309119,7966.74620488986,132010.012411839,28318348.2654949,71352.526850371
"192",1998,"Clippers","LAC-1998",1439.3734,23004980,28477.7904752328,Inf,-7535731.58356399,96130.9776281441,1964638.55372944,-34457800.877193,1356193.5279021,1917081.66666667,2373.1492062694,Inf,-627977.631963666,8010.91480234534,163719.879477453,-2871483.40643275,113016.127325175,3580000,12641.5094339623,Inf,8800000,44666.6666666667,429487.179487179,1984375,308620.689655172,242000,187.581557198782,-16750000,-15875000,512.782401902497,15816.9934640523,-8508600,8120.80536912752,1117192.52491423,3361.07223132502,NA,5536287.85272838,12552.7101639353,131836.311227661,3842990.67041898,86415.815857287
"193",1998,"Lakers","LAL-1998",1745.2281,21527440,41849.893967473,3079015.83407228,-1128445.62217345,105016.133593638,1461994.73350687,Inf,1321276.87166773,1957040,3804.53581522482,279910.530370207,-102585.965652132,9546.92123578525,132908.612136989,Inf,120116.079242521,7e+06,26888.8888888889,1489361.70212766,5836200,60500,426829.268292683,Inf,504201.680672269,242000,369.139904023625,-2420000,-3888888.88888889,956.754098360656,12274.7747747748,-2420000,5062.76150627615,2324918.38093297,7760.8419388389,1016045.03921675,2563264.18764586,17348.2764627063,147030.235735047,NA,154389.813105543
"194",1998,"Grizzlies","MEM-1998",NA,11977850,7908.92146953592,2596468.02245374,Inf,24062.6585055823,934295.434841613,19728042.8571429,653370.219554574,1330872.22222222,878.769052170657,288496.446939304,Inf,2673.62872284248,103810.60387129,2192004.76190476,72596.6910616193,2300000,1416.6108506363,3300000,Inf,4693.96551724138,217163.636363636,2.3e+07,120107.262569832,272250,321.782178217822,-2722500,-1400000,738.636363636364,35822.3684210526,-4550000,17451.9230769231,805470.986780061,347.959192582132,1694936.63819974,NA,1279.34993571037,63519.0438272212,8062421.59680911,41275.1680348895
"195",1998,"Bucks","MIL-1998",1508.2532,24489828,28749.1668740469,Inf,-4977147.33026087,87603.656004541,1784139.0379976,Inf,1325045.64497263,1883832.92307692,2211.47437492668,Inf,-382857.486943144,6738.74276958008,137241.464461354,Inf,101926.588074818,5510000,9075,Inf,3425000,27225,327976.19047619,Inf,291489.361702128,242000,252.780586450961,172413.793103448,-5510000,920.810313075506,20862.0689655172,-6750000,10210.970464135,1639610.33108716,2500.38995298937,NA,2169585.9042915,7978.02037473619,116120.821968889,NA,89299.1527175641
"196",1998,"Timberwolves","MIN-1998",1530.396,26618380,52245.9143489681,45578594.9642322,-4028739.28730379,176046.53464236,1899378.76411878,-44445932.7272727,1414560.85647445,1901312.85714286,3731.8510249263,3255613.92601658,-287767.091950271,12574.7524744543,135669.91172277,-3174709.48051948,101040.061176747,5500000,17236.0248447205,25350000,2857142.85714286,45375,452678.571428571,4208800,233050.847457627,242000,559.034907597536,-2722500,-3777200,1389.40711462451,-160147.058823529,-27750000,12474.2268041237,1461405.0594465,4869.2462781824,7016264.9246055,1487516.2691143,16823.6698770165,146700.401548392,8347399.68799114,70973.2264720728
"197",1998,"Knicks","NYK-1998",1654.4022,53702631,51323.8917188455,20135616.1283308,-103641725.573925,125820.604170527,3338725.14172719,84205154.6800113,2360834.1899923,4475219.25,4276.99097657046,1677968.01069423,-8636810.46449371,10485.050347544,278227.095143932,7017096.22333428,196736.182499359,20500000,24174.5283018868,6833333.33333333,1e+07,37962.962962963,879828.326180257,51250000,659163.987138264,272250,455.114372032801,148521.126760563,-102500000,1642.52336448598,16702.4539877301,-7666670,13961.5384615385,5605249.52177006,6498.07053200655,1930662.74713995,30267575.940793,10523.631309022,241502.072993111,14603550.5543297,175719.868589276
"198",1998,"Thunder","OKC-1998",1719.1005,35782994,40800.765328666,Inf,16000007.9590739,123746.624630735,2291757.51919244,34733710.2976208,1947910.70905514,2555928.14285714,2914.340380619,Inf,1142857.71136242,8839.04461648105,163696.965656603,2480979.30697291,139136.479218224,10514688,12544.8028673835,Inf,5616666.66666667,56451.6129032258,486791.111111111,17500000,427426.341463415,242000,266.650342801175,-2420000,-4e+06,649.761336515513,16205.3571428571,-2722500,5563.2183908046,2742474.23442176,3403.46993260813,NA,2546462.23737988,14298.6353235641,146112.170430008,5536662.23665877,131459.366060329
"199",1998,"Magic","ORL-1998",1532.0358,35354164,36326.3033292631,4626661.81275276,41648290.1989008,92110.2249682066,2465198.28879121,81287383.685442,1768025.11216491,2946180.33333333,3027.19194410526,385555.15106273,3470690.8499084,7675.85208068388,205433.190732601,6773948.6404535,147335.426013742,14285714,12128,6890909.09090909,37900000,24372.9903536978,927643.766233766,40909200,845308.520710059,242250,199.450549450549,-9018800,-2556825,443.885869565217,11267.4418604651,-4509400,14328.9473684211,4212876.86886995,3779.09169348689,3546814.25163101,11021466.0726645,8834.57560519126,264858.198089355,13717690.2777692,234518.655338708
"200",1998,"Sixers","PHI-1998",1450.3944,17245160,16794.4070769612,7412891.90730837,-42682955.6072875,46361.517164375,1118490.97971113,-13235860.8695652,784031.764403578,2155645,2099.30088462015,926611.488413546,-5335369.45091093,5795.18964554687,139811.372463891,-1654482.60869565,98003.9705504473,8002800,3847.34693877551,1885200,823326.315789474,12025.3164556962,457302.857142857,8002800,317571.428571429,242000,360.596026490066,-1633500,-40014000,1158.51063829787,17285.7142857143,-28500000,13152.1739130435,2624818.09887847,1435.59771157514,1192282.50154619,14029158.6171842,4094.69223134954,147129.387934512,11696349.7926059,107056.511094821
"201",1998,"Suns","PHO-1998",1649.3655,27835616,16317.003756335,5742271.01305172,-2110317.50293964,42883.9118484704,1707847.7441374,45872844.5407269,1433185.72240832,3092846.22222222,1813.00041737056,638030.112561302,-234479.722548848,4764.87909427449,189760.860459711,5096982.72674743,159242.858045369,8e+06,6201.5503875969,2285714.28571429,2971014.34782609,16806.7226890756,512820.512820513,26666666.6666667,430107.52688172,272250,144.365885992046,72600,-8888888.88888889,301.940850277264,21437.0078740157,388928.571428571,14142.8571428571,2905046.16272809,2010.61379196418,714320.308648478,3572469.34871965,5350.49452414512,172128.091301641,8808402.29316249,148072.350296327
"202",1998,"Trailblazers","POR-1998",1587.5347,20255070,106432.783140656,Inf,13942725.2232786,Inf,1338567.86886971,Inf,1049739.91998265,1841370,9675.70755824149,Inf,1267520.47484351,Inf,121687.988079064,Inf,95430.9018166045,5e+06,66666.6666666667,Inf,14033333.3333333,Inf,299401.19760479,Inf,276243.093922652,272250,614.559819413093,-6e+06,-3330800,2072.13523131673,-84507.0422535211,-6e+06,12046.4601769911,1730181.3825608,19963.5486334097,NA,4598949.39359812,NA,124398.273670444,NA,85389.3651926605
"203",1998,"Kings","SAC-1998",1464.0939,18087600,24539.2642113797,Inf,-626109.505812973,111609.103760906,1463468.27845309,Inf,848702.828608766,1644327.27272727,2230.84220103452,Inf,-56919.0459829975,10146.2821600823,133042.570768463,Inf,77154.8026007969,4225200,7117.64705882353,Inf,6036000,60000,314285.714285714,Inf,230885.245901639,242000,106.796116504854,-1.1e+07,-5997600,421.602787456446,18759.6899224806,-4714285.71428571,10341.8803418803,1565000.18615392,2434.80412252563,NA,2844368.98877258,17504.0386621589,108217.435878839,NA,73417.483454031
"204",1998,"Spurs","SAS-1998",1660.2029,32027863,21016.0296215984,27378059.2602293,-4630185.53644041,57882.4116827598,2212364.38021897,Inf,1511413.99790026,2911623.90909091,1910.54814741803,2488914.47820266,-420925.957858219,5262.03742570543,201124.034565361,Inf,137401.272536387,12397440,5270.0918972332,18200000,4968750,15968.0628742515,561403.473684211,Inf,417422.222222222,272250,122.304582210243,66402.4390243902,-3555555.33333333,377.07756232687,26955.4455445545,-4550000,12046.4601769911,3490085.72212347,1837.29599476039,5308614.8420878,2366303.41755373,4701.06642592917,174282.295918068,NA,125908.026640813
"205",1998,"Raptors","TOR-1998",1447.3688,13325525,105589.43981004,Inf,-5444860.94836781,339455.057605431,1021350.90509921,Inf,683194.487250608,1480613.88888889,11732.1599788933,Inf,-604984.549818646,37717.2286228257,113483.433899912,Inf,75910.4985834009,3500000,79545.4545454545,Inf,2515958.75,218750,327102.803738318,Inf,197740.11299435,242000,210.589651022864,-605000,-3998914.28571429,560,28225.8064516129,-3.5e+07,16462.5850340136,1166450.24548826,25930.1452835614,NA,1832255.06270075,73818.0276887913,94634.9081468611,NA,61458.6405612324
"206",1998,"Jazz","UTA-1998",1765.666,28505442,29821.8775005211,Inf,5544779.24898523,68739.7042436573,1753477.33586338,Inf,1439898.07940146,2192726.30769231,2293.99057696316,Inf,426521.480691172,5287.66955720441,134882.871989491,Inf,110761.39072319,5118578,10521.7391304348,Inf,1923076.92307692,20166.6666666667,229357.798165138,Inf,259067.357512953,242000,348.547717842324,-1503300,-2307692.30769231,1142.85714285714,12670.1570680628,-8e+06,8013.24503311258,1717007.9958905,2813.5897747909,NA,1188583.42847106,5389.61688732799,74896.416094322,NA,79885.3023606652
"207",1998,"Wizards","WAS-1998",1572.6658,38830575,71729.0999774722,Inf,68996064.3787376,282146.359175228,2430880.45015031,Inf,2038387.25372654,2773612.5,5123.50714124801,Inf,4928290.31276697,20153.3113696591,173634.317867879,Inf,145599.089551896,11250000,27225,Inf,56250000,122777.777777778,740131.578947368,Inf,484913.793103448,242250,159.677419354839,-3683333.33333333,-2769230.76923077,842.879256965944,-245555.555555556,-11679687.5,8620.99644128114,3453351.04759952,7611.98457260307,NA,15069408.7827549,34155.6283550706,265305.635801744,NA,154945.80010203
"208",1999,"Hawks","ATL-1999",1619.6373,37179940,34493.804844474,13870622.3952242,-8053876.90058805,106625.927028329,2564000.47557557,Inf,2036081.67616663,2859995.38461538,2653.36960342108,1066970.95347878,-619528.992352927,8201.99438679456,197230.805813506,Inf,156621.667397433,11218000,6133.40623291416,2466666.66666667,2438695.65217391,20735.674676525,596702.127659575,Inf,784475.524475524,287500,446.428571428571,-1189200,-7875000,1215.27777777778,33045.9770114943,-8750000,17500,3103968.3444923,1558.95773051983,907283.385559478,2787865.14365844,5264.25194894616,152715.647551509,NA,202833.208201453
"209",1999,"Nets","BKN-1999",1512.0587,38331000,581111.851204482,-3183281.54026265,12766153.0140614,Inf,11721855.8978587,Inf,2443064.54427145,2395687.5,36319.4907002802,-198955.096266415,797884.563378835,Inf,732615.99361617,Inf,152691.534016966,1.1e+07,475000,1.4e+07,15714285.7142857,Inf,8504000,Inf,846153.846153846,350000,498.826291079812,-2e+07,-5873333.33333333,2401.12994350282,-5242.82560706402,-21260000,5379.38844847112,2736855.48805559,117567.969019391,7772381.91734783,4650502.59782257,NA,2085317.29461448,NA,209803.468297441
"210",1999,"Celtics","BOS-1999",1480.2816,26385000,46236.045327925,Inf,6165710.61226947,181720.33133837,2845750.03935782,Inf,1456785.08106984,1759000,3082.40302186167,Inf,411047.374151298,12114.6887558914,189716.669290521,Inf,97119.0054046563,5845000,11558.2524271845,Inf,11666666.6666667,60227.2727272727,946428.571428571,Inf,279665.071770335,287500,713.848039215686,-3312500,-4496153.84615385,1472.81921618205,20985.401459854,-9750000,15540.5405405405,1484551.35117843,3378.45617633707,NA,3461417.9285434,16908.5061526284,226908.155466347,NA,76004.8631751918
"211",1999,"Hornets","CHA-1999",1561.2078,25749500,104258.213584048,Inf,5034593.62910164,Inf,1519339.081301,Inf,1321876.19534822,2340863.63636364,9478.01941673162,Inf,457690.329918331,Inf,138121.734663728,Inf,120170.563213475,7e+06,83333.3333333333,Inf,7777777.77777778,Inf,427371.794871795,Inf,328638.497652582,287500,613.006396588486,136904.761904762,-6060909.09090909,1207.98319327731,-68965.5172413793,-1e+07,13248.8479262673,2413234.38657447,24551.833238482,NA,3202553.36774714,NA,153931.989020487,NA,105536.018309446
"212",1999,"Bulls","CHI-1999",1709.9451,23367740,28772.0853566603,-26211837.1148459,-31640936.255733,99318.5700983439,2065735.40343526,3540001.6017316,1162104.6957197,1797518.46153846,2213.23733512771,-2016295.16268046,-2433918.17351792,7639.89000756491,158902.723341174,272307.815517816,89392.6689015158,5280000,7948.18652849741,4400000,5280000,38350,438285.714285714,13200000,249056.603773585,287500,318.736141906874,-30680000,-3.6e+07,933.441558441558,21139.7058823529,-10250000,13822.1153846154,1769615.0125844,2135.96730399245,8851825.59361976,10209306.629137,9820.80963914064,133307.810933088,5779916.98350507,84388.6743370093
"213",1999,"Cavaliers","CLE-1999",1569.0439,27778000,27032.389863291,17790971.2859668,15457339.0721095,78637.6882916553,1894523.30997651,Inf,1351896.60775439,2136769.23076923,2079.41460486854,1368536.25276668,1189026.08246996,6049.05294551194,145732.562305885,Inf,103992.046750338,9740000,6603.38983050847,7832500,10920000,14640.1869158879,412711.86440678,Inf,337024.221453287,250000,164.79894528675,-958333.333333333,-3076923.07692308,550.660792951542,25252.5252525253,-5375000,13157.8947368421,2671771.12461148,1760.88271442345,2090358.73342009,3452236.18291475,4163.69129252172,139074.823679604,NA,106415.521121399
"214",1999,"Mavericks","DAL-1999",1431.351,31526068,62044.5328396108,21924439.1880342,2276748.9281008,168899.077861276,1977839.07048792,-72782154.2857143,1635010.83714699,2425082.15384615,4772.65637227776,1686495.32215648,175134.532930831,12992.2367585597,152141.466960609,-5598627.25274725,125770.064395922,6750000,26136.3636363636,5400000,2307692.30769231,71875,410007.04,11907600,419254.658385093,287500,468.069666182874,-2875000,-1830388.57142857,1390.82058414465,-32670.4545454545,-37800000,8607.78443113772,2209692.88159395,6778.01642051349,1967885.76948744,1308278.08150737,18723.4722425816,131057.990126012,13156110.5214247,130134.728921795
"215",1999,"Nuggets","DEN-1999",1314.9888,26780000,105586.79334553,Inf,-29752054.5463098,181637.195766359,1714089.30789517,Inf,1399883.48082723,2231666.66666667,8798.89944546086,Inf,-2479337.87885915,15136.4329805299,142840.775657931,Inf,116656.956735602,9e+06,71875,Inf,12857142.8571429,71875,466600,Inf,335683.45323741,287500,683.311432325887,-2208333.33333333,-27420000,2536.58536585366,-160714.285714286,-23330000,5079.50530035336,2489104.31438274,19946.2209128489,NA,9359388.29968001,19160.4826807953,171294.282312011,NA,109680.902743635
