"year_end","player","team_id","G","GS","MP","PER","TS.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP","PTS","id","salary","sal_per_min","sal_per_WS","sal_per_BPM","sal_per_PTS","sal_per_PER","sal_per_VORP","sal_per_USG"
1997,"Dennis Rodman","CHI",55,54,1947,13.9,0.479,10,2,4,6,0.148,-0.1,3.4,3.2,2.6,311,"Dennis Rodman-1997-CHI",9e+06,4622.49614791988,1500000,2812500,28938.9067524116,647482.014388489,3461538.46153846,9e+05
1997,"Lou Roe","GSW",17,0,107,3,0.355,28,-0.4,0,-0.4,-0.187,-8,-4.4,-12.4,-0.3,40,"Lou Roe-1997-GSW",247500,2313.08411214953,-618750,-19959.6774193548,6187.5,82500,-825000,8839.28571428571
1997,"Carlos Rogers","TOR",56,3,1397,17,0.575,17,2.6,1.4,4,0.138,-0.1,0.2,0.1,0.8,551,"Carlos Rogers-1997-TOR",1144000,818.897637795276,286000,11440000,2076.22504537205,67294.1176470588,1430000,67294.1176470588
1997,"Rodney Rogers","LAC",81,62,2480,14.2,0.53,22.2,0.7,2.2,2.9,0.056,-0.2,0.6,0.4,1.5,1072,"Rodney Rogers-1997-LAC",2280000,919.354838709677,786206.896551724,5700000,2126.86567164179,160563.38028169,1520000,102702.702702703
1997,"Roy Rogers","MEM",82,50,1848,12.6,0.518,15.3,0.3,1.1,1.4,0.037,-4.1,1.1,-3,-0.5,543,"Roy Rogers-1997-MEM",664000,359.307359307359,474285.714285714,-221333.333333333,1222.83609576427,52698.4126984127,-1328000,43398.6928104575
1997,"Sean Rooks","LAL",69,3,735,13.4,0.547,17.9,0.7,1.1,1.8,0.115,-3,1.2,-1.7,0,265,"Sean Rooks-1997-LAL",1200000,1632.65306122449,666666.666666667,-705882.352941177,4528.30188679245,89552.2388059701,Inf,67039.1061452514
1997,"Jalen Rose","IND",66,6,1188,13.8,0.541,21.5,0.6,1.5,2.1,0.086,-0.5,0.5,0,0.6,482,"Jalen Rose-1997-IND",1560000,1313.13131313131,742857.142857143,Inf,3236.51452282158,113043.47826087,2600000,72558.1395348837
1997,"Bryon Russell","UTA",81,81,2525,13.7,0.6,15.1,3.9,3.4,7.4,0.14,2.4,1.5,3.9,3.7,873,"Bryon Russell-1997-UTA",385000,152.475247524752,52027.027027027,98717.9487179487,441.008018327606,28102.1897810219,104054.054054054,25496.6887417219
1997,"Arvydas Sabonis","POR",69,68,1762,21.8,0.592,23.9,3.7,3.9,7.5,0.205,1.3,3.1,4.5,2.9,928,"Arvydas Sabonis-1997-POR",2640000,1498.29738933031,352000,586666.666666667,2844.8275862069,121100.917431193,910344.827586207,110460.251046025
1997,"Kevin Salvadori","SAC",23,0,154,8.3,0.452,15.4,-0.2,0.2,0,-0.007,-7,1.9,-5.1,-0.1,37,"Kevin Salvadori-1997-SAC",247500,1607.14285714286,Inf,-48529.4117647059,6689.18918918919,29819.2771084337,-2475000,16071.4285714286
1997,"Danny Schayes","ORL",45,6,540,9.3,0.465,14.5,-0.1,0.7,0.6,0.055,-5.3,0.5,-4.8,-0.4,133,"Danny Schayes-1997-ORL",575000,1064.81481481481,958333.333333333,-119791.666666667,4323.30827067669,61827.9569892473,-1437500,39655.1724137931
1997,"Steve Scheffler","OKC",7,0,29,7.2,0.825,20.3,0,0,0,-0.056,-6.2,-5.3,-11.4,-0.1,13,"Steve Scheffler-1997-OKC",275000,9482.75862068966,Inf,-24122.8070175439,21153.8461538462,38194.4444444444,-2750000,13546.7980295567
1997,"Dwayne Schintzius","LAC",15,0,116,8.1,0.43,17.9,-0.1,0.1,0,0.002,-5.8,0.5,-5.3,-0.1,34,"Dwayne Schintzius-1997-LAC",625000,5387.93103448276,Inf,-117924.528301887,18382.3529411765,77160.4938271605,-6250000,34916.2011173184
1997,"Detlef Schrempf","OKC",61,60,2192,18.3,0.592,21.1,5.1,2.9,8,0.174,2.3,0.5,2.8,2.7,1022,"Detlef Schrempf-1997-OKC",3333000,1520.52919708029,416625,1190357.14285714,3261.25244618395,182131.147540984,1234444.44444444,157962.085308057
1997,"Brent Scott","IND",16,0,55,7,0.484,19.9,0,0.1,0,0.019,-4.6,-0.6,-5.2,0,19,"Brent Scott-1997-IND",247500,4500,Inf,-47596.1538461538,13026.3157894737,35357.1428571429,Inf,12437.1859296482
1997,"Byron Scott","LAL",79,8,1440,13.5,0.59,15.5,2.8,1.3,4.1,0.137,0.7,-1.1,-0.4,0.6,526,"Byron Scott-1997-LAL",247500,171.875,60365.8536585366,-618750,470.532319391635,18333.3333333333,412500,15967.7419354839
1997,"Dennis Scott","ORL",66,62,2166,12.4,0.519,18.6,2,1.8,3.8,0.084,0.6,-0.6,0,1.1,823,"Dennis Scott-1997-ORL",3e+06,1385.04155124654,789473.684210526,Inf,3645.20048602673,241935.483870968,2727272.72727273,161290.322580645
1997,"James Scott","MIA",8,0,32,-4.1,0.056,16,-0.2,0.1,-0.1,-0.187,-11.6,2.5,-9.1,-0.1,1,"James Scott-1997-MIA",220000,6875,-2200000,-24175.8241758242,220000,-53658.5365853659,-2200000,13750
1997,"Shawnelle Scott","CLE",16,0,50,18.7,0.48,20.8,0.1,0.1,0.2,0.17,-4.2,-5.5,-9.7,-0.1,20,"Shawnelle Scott-1997-CLE",3e+05,6000,1500000,-30927.8350515464,15000,16042.7807486631,-3e+06,14423.0769230769
1997,"Malik Sealy","LAC",80,79,2456,13.7,0.504,22.3,1.1,2.1,3.2,0.063,-0.8,-0.1,-0.9,0.7,1079,"Malik Sealy-1997-LAC",1732000,705.211726384365,541250,-1924444.44444444,1605.18999073216,126423.357664234,2474285.71428571,77668.1614349776
1997,"Rony Seikaly","ORL",74,68,2615,18.3,0.567,23.7,3.5,3.3,6.8,0.125,-0.8,0.5,-0.3,1.2,1277,"Rony Seikaly-1997-ORL",3752000,1434.79923518164,551764.705882353,-12506666.6666667,2938.136256852,205027.322404372,3126666.66666667,158312.23628692
1997,"Brian Shaw","ORL",77,31,1867,10.4,0.478,18.5,-0.6,1.7,1.1,0.029,-2.2,-0.6,-2.8,-0.4,552,"Brian Shaw-1997-ORL",4e+06,2142.47455811462,3636363.63636364,-1428571.42857143,7246.3768115942,384615.384615385,-1e+07,216216.216216216
1997,"Lionel Simmons","SAC",41,0,521,9.4,0.442,16.5,-0.1,0.4,0.3,0.028,-3.7,-0.3,-4,-0.3,139,"Lionel Simmons-1997-SAC",3194000,6130.51823416507,10646666.6666667,-798500,22978.4172661871,339787.234042553,-10646666.6666667,193575.757575758
1997,"Dickey Simpkins","CHI",48,0,395,6.5,0.411,16.4,-0.5,0.5,0.1,0.006,-5.6,0.1,-5.5,-0.3,91,"Dickey Simpkins-1997-CHI",1040000,2632.91139240506,10400000,-189090.909090909,11428.5714285714,160000,-3466666.66666667,63414.6341463415
1997,"Charles Smith","SAS",19,7,329,10.6,0.461,16.6,-0.3,0.3,0,0.003,-5.3,2.2,-3.1,-0.1,88,"Charles Smith-1997-SAS",3557000,10811.5501519757,Inf,-1147419.35483871,40420.4545454545,335566.037735849,-35570000,214277.108433735
1997,"Joe Smith","GSW",80,80,3086,16,0.512,23.8,3.1,1.3,4.4,0.068,-0.9,-1,-1.9,0.1,1493,"Joe Smith-1997-GSW",2794000,905.379131561892,635000,-1470526.31578947,1871.39986604153,174625,27940000,117394.957983193
1997,"Michael Smith","SAC",81,52,2526,13.3,0.545,11,2.2,3.2,5.4,0.102,-0.9,2.8,1.9,2.5,532,"Michael Smith-1997-SAC",1570000,621.5360253365,290740.740740741,826315.789473684,2951.12781954887,118045.112781955,628000,142727.272727273
1997,"Steve Smith","ATL",72,72,2818,17.4,0.548,25,6.5,2.6,9.1,0.154,2.8,-1.6,1.3,2.3,1445,"Steve Smith-1997-ATL",4500000,1596.87721788502,494505.494505495,3461538.46153846,3114.18685121107,258620.689655172,1956521.73913044,180000
1997,"Rik Smits","IND",52,52,1518,18.3,0.535,29.1,1.2,2.1,3.3,0.105,-1.2,0.2,-1,0.4,887,"Rik Smits-1997-IND",4e+06,2635.04611330698,1212121.21212121,-4e+06,4509.58286358512,218579.234972678,1e+07,137457.04467354
1997,"Eric Snow","OKC",67,0,775,12.5,0.515,14.2,1,0.9,1.9,0.117,-2,-1.4,-3.4,-0.3,199,"Eric Snow-1997-OKC",247500,319.354838709677,130263.157894737,-72794.1176470588,1243.71859296482,19800,-825000,17429.5774647887
1997,"Felton Spencer","GSW",73,65,1558,9.2,0.524,12.7,0.4,0.9,1.3,0.04,-3.4,-0.6,-4,-0.8,372,"Felton Spencer-1997-GSW",2694000,1729.13992297818,2072307.69230769,-673500,7241.93548387097,292826.086956522,-3367500,212125.984251969
1997,"Latrell Sprewell","GSW",80,79,3353,19.7,0.57,26.9,7,1.1,8.1,0.115,3.8,-1.2,2.6,3.9,1938,"Latrell Sprewell-1997-GSW",7e+06,2087.68267223382,864197.530864198,2692307.69230769,3611.97110423117,355329.949238579,1794871.79487179,260223.048327138
1997,"Jerry Stackhouse","PHI",81,81,3166,14.1,0.524,25.6,1.9,0.2,2.1,0.032,0.2,-2.2,-2,0,1679,"Jerry Stackhouse-1997-PHI",2286000,722.046746683512,1088571.42857143,-1143000,1361.52471709351,162127.659574468,Inf,89296.875
1997,"John Starks","NYK",77,1,2042,15.9,0.555,25.1,2.5,3.3,5.8,0.136,2.2,-0.4,1.8,2,1061,"John Starks-1997-NYK",1913000,936.826640548482,329827.586206897,1062777.77777778,1803.01602262017,120314.465408805,956500,76215.1394422311
1997,"Larry Stewart","OKC",70,21,982,10.8,0.512,16.6,0.3,1.2,1.6,0.076,-2.6,0.4,-2.2,0,300,"Larry Stewart-1997-OKC",247500,252.0366598778,154687.5,-112500,825,22916.6666666667,Inf,14909.6385542169
1997,"Bryant Stith","DEN",52,52,1788,14.4,0.548,20.2,2.5,0.5,3,0.08,1.1,-1,0.2,1,774,"Bryant Stith-1997-DEN",3400000,1901.56599552573,1133333.33333333,1.7e+07,4392.76485788114,236111.111111111,3400000,168316.831683168
1997,"John Stockton","UTA",82,82,2896,22.1,0.656,18.4,10,3.6,13.6,0.226,5.1,-1.2,3.9,4.3,1183,"John Stockton-1997-UTA",6e+06,2071.82320441989,441176.470588235,1538461.53846154,5071.85122569738,271493.212669683,1395348.8372093,326086.956521739
1997,"Damon Stoudamire","TOR",81,81,3311,18.1,0.516,25.3,5.8,1.8,7.6,0.11,3.4,-2.1,1.3,2.8,1634,"Damon Stoudamire-1997-TOR",1547000,467.23044397463,203552.631578947,1190000,946.756425948592,85469.6132596685,552500,61146.2450592885
1997,"Erick Strickland","DAL",28,15,759,11,0.51,21.6,-0.2,0.5,0.3,0.017,-1.7,-0.9,-2.6,-0.1,297,"Erick Strickland-1997-DAL",220000,289.855072463768,733333.333333333,-84615.3846153846,740.740740740741,20000,-2200000,10185.1851851852
1997,"Mark Strickland","MIA",31,0,153,11.1,0.448,25.9,-0.3,0.3,0,-0.003,-8.7,-0.8,-9.5,-0.3,62,"Mark Strickland-1997-MIA",247500,1617.64705882353,Inf,-26052.6315789474,3991.93548387097,22297.2972972973,-825000,9555.98455598456
1997,"Rod Strickland","WAS",82,81,2997,19.7,0.533,23.9,5.5,3.3,8.8,0.141,2.2,-0.3,1.9,2.9,1410,"Rod Strickland-1997-WAS",3036000,1013.01301301301,345000,1597894.73684211,2153.1914893617,154111.675126904,1046896.55172414,127029.288702929
1997,"Derek Strong","ORL",82,21,2004,13.6,0.513,18,1.7,2.4,4.1,0.099,-2.6,-0.3,-2.8,-0.4,699,"Derek Strong-1997-ORL",247500,123.502994011976,60365.8536585366,-88392.8571428571,354.077253218884,18198.5294117647,-618750,13750
1997,"Bob Sura","CLE",82,23,2269,14.8,0.519,20,1.6,3.7,5.2,0.111,-0.2,1.4,1.1,1.8,755,"Bob Sura-1997-CLE",864000,380.784486557955,166153.846153846,785454.545454545,1144.37086092715,58378.3783783784,480000,43200
1997,"Brett Szabo","BOS",70,24,662,8.8,0.517,12.2,0,0.5,0.4,0.031,-5.3,-0.1,-5.4,-0.6,153,"Brett Szabo-1997-BOS",220000,332.326283987915,550000,-40740.7407407407,1437.90849673203,25000,-366666.666666667,18032.7868852459
1997,"Zan Tabak","TOR",13,4,218,12.5,0.501,21.5,-0.1,0.2,0.1,0.032,-4.1,0.5,-3.6,-0.1,84,"Zan Tabak-1997-TOR",8e+05,3669.7247706422,8e+06,-222222.222222222,9523.80952380952,64000,-8e+06,37209.3023255814
1997,"Carl Thomas","CLE",19,0,77,8.5,0.43,19.8,-0.1,0.1,0,0.004,-4.4,-0.2,-4.6,-0.1,21,"Carl Thomas-1997-CLE",247500,3214.28571428571,Inf,-53804.347826087,11785.7142857143,29117.6470588235,-2475000,12500
1997,"Kurt Thomas","MIA",18,9,374,9.5,0.451,18.9,-0.3,0.8,0.5,0.07,-6.2,1.2,-4.9,-0.3,113,"Kurt Thomas-1997-MIA",1238000,3310.16042780749,2476000,-252653.06122449,10955.7522123894,130315.789473684,-4126666.66666667,65502.6455026455
1997,"Brooks Thompson","DEN",67,6,1055,13.6,0.526,21.6,0.6,0.5,1.1,0.051,1.5,-2.6,-1.1,0.2,445,"Brooks Thompson-1997-DEN",214300,203.127962085308,194818.181818182,-194818.181818182,481.573033707865,15757.3529411765,1071500,9921.2962962963
1997,"Otis Thorpe","DET",79,79,2661,16.1,0.563,19.8,4.5,3.4,7.9,0.142,0.4,0.5,0.9,1.9,1036,"Otis Thorpe-1997-DET",7e+06,2630.59000375799,886075.949367089,7777777.77777778,6756.75675675676,434782.608695652,3684210.52631579,353535.353535353
1997,"Wayman Tisdale","PHO",53,15,778,8.8,0.441,24.8,-1,0.4,-0.6,-0.037,-6.4,-3.1,-9.5,-1.5,346,"Wayman Tisdale-1997-PHO",3475000,4466.58097686375,-5791666.66666667,-365789.473684211,10043.3526011561,394886.363636364,-2316666.66666667,140120.967741935
1997,"Gary Trent","POR",82,28,1918,16.8,0.569,21.2,2.9,2.6,5.5,0.139,-0.4,0.1,-0.3,0.8,882,"Gary Trent-1997-POR",1176000,613.138686131387,213818.181818182,-3920000,1333.33333333333,70000,1470000,55471.6981132076
1997,"David Vaughn","ORL",35,6,298,10.3,0.475,17.7,-0.4,0.5,0.1,0.019,-6.8,0.8,-6,-0.3,81,"David Vaughn-1997-ORL",614000,2060.40268456376,6140000,-102333.333333333,7580.24691358025,59611.6504854369,-2046666.66666667,34689.2655367232
1997,"Loy Vaught","LAC",82,82,2838,16.6,0.522,20.5,2.9,3.4,6.3,0.106,-1.1,-0.2,-1.3,0.5,1220,"Loy Vaught-1997-LAC",3100000,1092.318534179,492063.492063492,-2384615.38461538,2540.98360655738,186746.987951807,6200000,151219.512195122
1997,"Antoine Walker","BOS",82,68,2970,15.5,0.474,25.2,0,1.7,1.7,0.027,-0.7,-0.3,-1,0.8,1435,"Antoine Walker-1997-BOS",1620000,545.454545454545,952941.176470588,-1620000,1128.91986062718,104516.129032258,2025000,64285.7142857143
1997,"Samaki Walker","DAL",43,12,602,12.2,0.487,19.7,-0.2,0.7,0.5,0.037,-5.1,-0.3,-5.4,-0.5,214,"Samaki Walker-1997-DAL",1246000,2069.76744186047,2492000,-230740.740740741,5822.42990654206,102131.147540984,-2492000,63248.730964467
1997,"Ben Wallace","WAS",34,0,197,6,0.347,16.6,-0.6,0.3,-0.2,-0.052,-8.6,0.5,-8.1,-0.3,38,"Ben Wallace-1997-WAS",247500,1256.34517766497,-1237500,-30555.5555555556,6513.15789473684,41250,-825000,14909.6385542169
1997,"John Wallace","NYK",68,6,787,13,0.571,21.1,0.1,1.4,1.6,0.095,-3.5,1.1,-2.4,-0.1,325,"John Wallace-1997-NYK",785000,997.458703939009,490625,-327083.333333333,2415.38461538462,60384.6153846154,-7850000,37203.7914691943
1997,"Rasheed Wallace","POR",62,56,1892,18.4,0.588,21.7,3.5,2.9,6.4,0.163,0.3,0.7,1,1.5,938,"Rasheed Wallace-1997-POR",2060000,1088.79492600423,321875,2060000,2196.16204690832,111956.52173913,1373333.33333333,94930.8755760369
1997,"Rex Walters","PHI",59,16,1041,13,0.571,16.8,1.5,0.1,1.6,0.073,0.2,-3.2,-2.9,-0.2,402,"Rex Walters-1997-PHI",1235000,1186.35926993276,771875,-425862.068965517,3072.13930348259,95000,-6175000,73511.9047619048
1997,"Charlie Ward","NYK",79,21,1763,11.1,0.522,14.1,0.6,3.1,3.6,0.099,-1.3,1.4,0.1,0.9,409,"Charlie Ward-1997-NYK",888000,503.68689733409,246666.666666667,8880000,2171.14914425428,80000,986666.666666667,62978.7234042553
1997,"Chris Webber","WAS",72,72,2806,21.8,0.554,24.6,4.3,5,9.3,0.159,2.9,3.7,6.6,6.1,1445,"Chris Webber-1997-WAS",8e+06,2851.03349964362,860215.053763441,1212121.21212121,5536.3321799308,366972.47706422,1311475.40983607,325203.25203252
1997,"Bill Wennington","CHI",61,19,783,11.2,0.538,16.6,1.1,0.9,2,0.124,-1.9,-0.9,-2.8,-0.2,280,"Bill Wennington-1997-CHI",1e+06,1277.13920817369,5e+05,-357142.857142857,3571.42857142857,89285.7142857143,-5e+06,60240.9638554217
1997,"Robert Werdann","BKN",6,0,31,8.7,0.541,14.2,0,0,0,0.077,-4.7,-1.5,-6.2,0,9,"Robert Werdann-1997-BKN",166000,5354.83870967742,Inf,-26774.1935483871,18444.4444444444,19080.4597701149,Inf,11690.1408450704
1997,"David Wesley","BOS",74,73,2991,16.5,0.563,18.8,5,1.1,6.1,0.097,2.4,-1.5,0.9,2.2,1240,"David Wesley-1997-BOS",350000,117.017719826145,57377.0491803279,388888.888888889,282.258064516129,21212.1212121212,159090.909090909,18617.0212765957
1997,"Mark West","CLE",70,43,959,9.9,0.555,13.4,0.1,1.5,1.6,0.081,-4.7,2.1,-2.6,-0.2,227,"Mark West-1997-CLE",2e+06,2085.50573514077,1250000,-769230.769230769,8810.57268722467,202020.202020202,-1e+07,149253.731343284
1997,"Donald Whiteside","TOR",27,1,259,7.6,0.479,13.6,0,0.1,0.1,0.02,-3.2,-3.5,-6.7,-0.3,59,"Donald Whiteside-1997-TOR",220000,849.420849420849,2200000,-32835.8208955224,3728.81355932203,28947.3684210526,-733333.333333333,16176.4705882353
1997,"Chris Whitney","WAS",82,1,1117,15.2,0.566,18,2,1.2,3.2,0.137,1,-1.7,-0.7,0.4,430,"Chris Whitney-1997-WAS",4e+05,358.10205908684,125000,-571428.571428571,930.232558139535,26315.7894736842,1e+06,22222.2222222222
1997,"Dominique Wilkins","SAS",63,26,1945,19.6,0.517,29.7,3.1,0.3,3.4,0.083,2.2,-2.8,-0.6,0.7,1145,"Dominique Wilkins-1997-SAS",247500,127.249357326478,72794.1176470588,-412500,216.157205240175,12627.5510204082,353571.428571429,8333.33333333333
1997,"Gerald Wilkins","ORL",80,26,2202,11.2,0.503,20.2,0.9,1.2,2.1,0.046,-1.3,-1.8,-3.1,-0.6,848,"Gerald Wilkins-1997-ORL",247500,112.397820163488,117857.142857143,-79838.7096774193,291.86320754717,22098.2142857143,-412500,12252.4752475248
1997,"Buck Williams","NYK",74,4,1496,13.9,0.574,14.9,2.1,2.8,4.8,0.155,-0.9,1.9,1,1.1,465,"Buck Williams-1997-NYK",1193000,797.459893048128,248541.666666667,1193000,2565.59139784946,85827.3381294964,1084545.45454545,80067.1140939597
1997,"Eric Williams","BOS",72,67,2435,13.3,0.533,20.3,2.5,0.3,2.9,0.056,-1.3,-1.9,-3.2,-0.7,1078,"Eric Williams-1997-BOS",1008000,413.963039014374,347586.206896552,-315000,935.064935064935,75789.4736842105,-1440000,49655.1724137931
1997,"Herb Williams","NYK",21,2,184,7,0.408,13.2,-0.1,0.3,0.2,0.051,-5.7,1.1,-4.6,-0.1,39,"Herb Williams-1997-NYK",757000,4114.13043478261,3785000,-164565.217391304,19410.2564102564,108142.857142857,-7570000,57348.4848484848
1997,"Jayson Williams","BKN",41,40,1432,15,0.443,20.9,0.4,1.3,1.7,0.057,-2.1,-0.9,-3,-0.4,550,"Jayson Williams-1997-BKN",2250000,1571.22905027933,1323529.41176471,-750000,4090.90909090909,150000,-5625000,107655.502392345
1997,"Jerome Williams","DET",33,0,177,12.6,0.419,20,-0.2,0.4,0.2,0.049,-4.3,1.4,-2.9,0,49,"Jerome Williams-1997-DET",568000,3209.0395480226,2840000,-195862.068965517,11591.8367346939,45079.3650793651,Inf,28400
1997,"Lorenzo Williams","WAS",19,0,264,8,0.66,8.9,0.1,0.3,0.4,0.074,-3.2,0.6,-2.6,0,45,"Lorenzo Williams-1997-WAS",940000,3560.60606060606,2350000,-361538.461538462,20888.8888888889,117500,Inf,105617.97752809
1997,"Monty Williams","SAS",65,26,1345,15.6,0.543,22.8,0.6,0.6,1.2,0.042,-1.1,0.1,-1,0.3,588,"Monty Williams-1997-SAS",1040000,773.234200743494,866666.666666667,-1040000,1768.7074829932,66666.6666666667,3466666.66666667,45614.0350877193
1997,"Reggie Williams","BKN",13,0,200,9.2,0.468,20.1,-0.1,0.2,0.1,0.024,-2.9,-1.3,-4.2,-0.1,76,"Reggie Williams-1997-BKN",2048000,10240,20480000,-487619.047619048,26947.3684210526,222608.695652174,-20480000,101890.547263682
1997,"Scott Williams","PHI",62,52,1317,13.2,0.529,12.6,1.5,1.1,2.6,0.094,-1.7,0.1,-1.6,0.1,362,"Scott Williams-1997-PHI",2400000,1822.32346241458,923076.923076923,-1500000,6629.83425414365,181818.181818182,2.4e+07,190476.19047619
1997,"Walt Williams","TOR",73,73,2647,14.9,0.551,21.4,3.3,2.1,5.4,0.098,1.6,-0.4,1.2,2.1,1199,"Walt Williams-1997-TOR",247500,93.5020778239516,45833.3333333333,206250,206.422018348624,16610.7382550336,117857.142857143,11565.4205607477
1997,"Corliss Williamson","SAC",79,31,1992,14.3,0.535,22.8,1.2,1.5,2.7,0.064,-1.4,-0.5,-1.9,0,915,"Corliss Williamson-1997-SAC",1051000,527.610441767068,389259.259259259,-553157.894736842,1148.63387978142,73496.5034965035,Inf,46096.4912280702
1997,"Kevin Willis","HOU",75,32,1964,14.3,0.515,21.7,0.8,3,3.8,0.093,-3.6,-0.2,-3.8,-0.9,842,"Kevin Willis-1997-HOU",1500000,763.747454175153,394736.842105263,-394736.842105263,1781.47268408551,104895.104895105,-1666666.66666667,69124.4239631336
1997,"David Wingate","OKC",65,2,929,9.3,0.509,13.2,0.6,1.1,1.7,0.087,-1.7,-0.2,-2,0,236,"David Wingate-1997-OKC",560000,602.798708288482,329411.764705882,-280000,2372.8813559322,60215.0537634409,Inf,42424.2424242424
1997,"Dontonio Wingfield","POR",47,0,569,11.6,0.501,20.5,0.2,0.7,0.9,0.079,-0.2,-0.4,-0.6,0.2,211,"Dontonio Wingfield-1997-POR",5e+05,878.734622144112,555555.555555556,-833333.333333333,2369.6682464455,43103.4482758621,2500000,24390.243902439
1997,"Joe Wolf","MIL",56,7,525,7.9,0.488,9.8,0.3,0.5,0.8,0.073,-3,0.6,-2.5,-0.1,95,"Joe Wolf-1997-MIL",4e+05,761.904761904762,5e+05,-160000,4210.52631578947,50632.9113924051,-4e+06,40816.3265306122
1997,"David Wood","MIL",46,0,240,10.2,0.621,10,0.4,0.2,0.5,0.11,-0.9,-0.1,-1,0.1,57,"David Wood-1997-MIL",247500,1031.25,495000,-247500,4342.1052631579,24264.7058823529,2475000,24750
1997,"Haywoode Workman","IND",4,2,81,11,0.538,14.5,0.1,0.1,0.1,0.076,-0.4,-1,-1.4,0,22,"Haywoode Workman-1997-IND",1080000,13333.3333333333,10800000,-771428.571428571,49090.9090909091,98181.8181818182,Inf,74482.7586206897
1997,"Lorenzen Wright","LAC",77,51,1936,12.5,0.504,14.7,1.5,1.7,3.2,0.079,-1.9,0.3,-1.5,0.2,561,"Lorenzen Wright-1997-LAC",1480000,764.462809917355,462500,-986666.666666667,2638.14616755793,118400,7400000,100680.272108844
1997,"Sharone Wright","TOR",60,28,1009,7.4,0.423,24.6,-2.3,0.7,-1.6,-0.076,-7.8,-1.7,-9.5,-1.9,390,"Sharone Wright-1997-TOR",3100000,3072.34886025768,-1937500,-326315.789473684,7948.71794871795,418918.918918919,-1631578.94736842,126016.260162602
1998,"Mahmoud Abdul-Rauf","SAC",31,0,530,10.5,0.405,25.1,-0.5,0.2,-0.3,-0.025,-3.4,-3.7,-7.1,-0.7,227,"Mahmoud Abdul-Rauf-1998-SAC",3300000,6226.41509433962,-1.1e+07,-464788.732394366,14537.4449339207,314285.714285714,-4714285.71428571,131474.103585657
1998,"Tariq Abdul-Wahad","SAC",59,16,959,10.1,0.456,22.1,-0.8,0.6,-0.2,-0.008,-4.2,-1.7,-5.9,-0.9,376,"Tariq Abdul-Wahad-1998-SAC",1226880,1279.33263816476,-6134400,-207945.762711864,3262.97872340426,121473.267326733,-1363200,55514.9321266968
1998,"Ray Allen","MIL",82,82,3287,16.2,0.539,24.3,4.7,2.3,7,0.102,2.6,-0.8,1.8,3.2,1602,"Ray Allen-1998-MIL",2052360,624.386979008214,293194.285714286,1140200,1281.12359550562,126688.888888889,641362.5,84459.2592592593
1998,"Derek Anderson","CLE",66,13,1839,15.3,0.531,21.4,2.6,2.8,5.3,0.139,0.4,0.7,1,1.4,770,"Derek Anderson-1998-CLE",1107240,602.088091353997,208913.20754717,1107240,1437.97402597403,72368.6274509804,790885.714285714,51740.1869158879
1998,"Greg Anderson","ATL",50,0,398,10.4,0.444,13.5,0,0.7,0.7,0.09,-2.8,1.3,-1.6,0,88,"Greg Anderson-1998-ATL",272250,684.045226130653,388928.571428571,-170156.25,3093.75,26177.8846153846,Inf,20166.6666666667
1998,"Nick Anderson","ORL",58,44,1701,19.6,0.529,25,3.1,2.1,5.3,0.149,3.4,-0.1,3.4,2.3,890,"Nick Anderson-1998-ORL",4e+06,2351.55790711346,754716.981132076,1176470.58823529,4494.38202247191,204081.632653061,1739130.43478261,160000
1998,"Shandon Anderson","UTA",82,2,1602,15.7,0.586,19.5,2.9,1.4,4.2,0.127,1.2,-0.5,0.7,1.1,681,"Shandon Anderson-1998-UTA",1200000,749.063670411985,285714.285714286,1714285.71428571,1762.11453744493,76433.1210191083,1090909.09090909,61538.4615384615
1998,"Greg Anthony","OKC",80,0,1021,16.8,0.545,21.6,1.4,1.3,2.7,0.127,1.4,-1.2,0.2,0.6,419,"Greg Anthony-1998-OKC",272250,266.650342801175,100833.333333333,1361250,649.761336515513,16205.3571428571,453750,12604.1666666667
1998,"Darrell Armstrong","ORL",48,17,1236,15.7,0.509,20.2,1.2,1.3,2.5,0.096,1.1,0,1.1,1,442,"Darrell Armstrong-1998-ORL",350000,283.171521035599,140000,318181.818181818,791.85520361991,22292.9936305732,350000,17326.7326732673
1998,"Vincent Askew","POR",30,5,443,6.7,0.464,10.9,-0.4,0.6,0.2,0.023,-4.8,2.2,-2.6,-0.1,66,"Vincent Askew-1998-POR",272250,614.559819413093,1361250,-104711.538461538,4125,40634.328358209,-2722500,24977.0642201835
1998,"Stacey Augmon","POR",71,23,1445,10.3,0.457,16.3,-0.1,1.9,1.8,0.059,-2.8,1.4,-1.3,0.3,403,"Stacey Augmon-1998-POR",2800000,1937.71626297578,1555555.55555556,-2153846.15384615,6947.89081885856,271844.660194175,9333333.33333333,171779.141104294
1998,"Vin Baker","OKC",82,82,2944,20.4,0.564,24.7,6.9,3.5,10.4,0.169,1.9,0.2,2,3,1574,"Vin Baker-1998-OKC",4064373,1380.56148097826,390805.096153846,2032186.5,2582.19377382465,199233.970588235,1354791,164549.51417004
1998,"Dana Barros","BOS",80,15,1686,18.6,0.583,20,4.4,1.3,5.6,0.16,3.1,-2.4,0.7,1.1,784,"Dana Barros-1998-BOS",3400000,2016.60735468565,607142.857142857,4857142.85714286,4336.73469387755,182795.698924731,3090909.09090909,170000
