"year_end","team_id","fran_id","elo_n","MaxElo"
2010,"HOU","Rockets",1639.0288,1639.0288
2010,"IND","Pacers",1507.4663,1507.4663
2010,"LAC","Clippers",1442.3732,1442.3732
2010,"LAL","Lakers",1724.2312,1724.2312
2010,"MIA","Heat",1601.1729,1601.1729
2010,"MIL","Bucks",1584.3243,1584.3243
2010,"MIN","Timberwolves",1375.4215,1375.4215
2010,"NOP","Pelicans",1516.2557,1516.2557
2010,"NYK","Knicks",1473.8391,1473.8391
2010,"OKC","Thunder",1622.1665,1622.1665
2010,"ORL","Magic",1781.7629,1781.7629
2010,"PHI","Sixers",1500.7218,1500.7218
2010,"PHO","Suns",1718.2355,1718.2355
2010,"POR","Trailblazers",1630.0698,1630.0698
2010,"SAC","Kings",1396.1338,1396.1338
2010,"SAS","Spurs",1670.1106,1670.1106
2010,"TOR","Raptors",1546.6704,1546.6704
2010,"UTA","Jazz",1666.7556,1666.7556
2010,"VAN","Grizzlies",1547.6661,1547.6661
2010,"WAS","Wizards",1414.0051,1414.0051
2011,"ATL","Hawks",1608.431,1608.431
2011,"BKN","Nets",1377.3237,1377.3237
2011,"BOS","Celtics",1722.9326,1722.9326
2011,"CHA","Hornets",1517.1617,1517.1617
2011,"CHI","Bulls",1718.1803,1718.1803
2011,"CLE","Cavaliers",1617.5342,1617.5342
2011,"DAL","Mavericks",1735.9329,1735.9329
2011,"DEN","Nuggets",1646.7769,1646.7769
2011,"DET","Pistons",1429.1688,1429.1688
2011,"GSW","Warriors",1489.9259,1489.9259
2011,"HOU","Rockets",1587.1931,1587.1931
2011,"IND","Pacers",1539.7653,1539.7653
2011,"LAC","Clippers",1447.6224,1447.6224
2011,"LAL","Lakers",1710.5034,1710.5034
2011,"MIA","Heat",1726.7603,1726.7603
2011,"MIL","Bucks",1540.3201,1540.3201
2011,"MIN","Timberwolves",1350.8484,1350.8484
2011,"NOP","Pelicans",1615.903,1615.903
2011,"NYK","Knicks",1552.0238,1552.0238
2011,"OKC","Thunder",1683.4647,1683.4647
2011,"ORL","Magic",1690.8552,1690.8552
2011,"PHI","Sixers",1582.6157,1582.6157
2011,"PHO","Suns",1646.4471,1646.4471
2011,"POR","Trailblazers",1585.0674,1585.0674
2011,"SAC","Kings",1432.1539,1432.1539
2011,"SAS","Spurs",1703.7698,1703.7698
2011,"TOR","Raptors",1461.8279,1461.8279
2011,"UTA","Jazz",1630.8665,1630.8665
2011,"VAN","Grizzlies",1629.7399,1629.7399
2011,"WAS","Wizards",1387.8474,1387.8474
2012,"ATL","Hawks",1585.8821,1585.8821
2012,"BKN","Nets",1374.5565,1374.5565
2012,"BOS","Celtics",1648.9141,1648.9141
2012,"CHA","Hornets",1426.0387,1426.0387
2012,"CHI","Bulls",1700.4988,1700.4988
2012,"CLE","Cavaliers",1419.0623,1419.0623
2012,"DAL","Mavericks",1661.707,1661.707
2012,"DEN","Nuggets",1635.2719,1635.2719
2012,"DET","Pistons",1417.2306,1417.2306
2012,"GSW","Warriors",1515.5647,1515.5647
2012,"HOU","Rockets",1568.3638,1568.3638
2012,"IND","Pacers",1619.1156,1619.1156
2012,"LAC","Clippers",1605.6156,1605.6156
2012,"LAL","Lakers",1618.002,1618.002
2012,"MIA","Heat",1729.0259,1729.0259
2012,"MIL","Bucks",1543.5269,1543.5269
2012,"MIN","Timberwolves",1504.7472,1504.7472
2012,"NOP","Pelicans",1521.4115,1521.4115
2012,"NYK","Knicks",1571.6136,1571.6136
2012,"OKC","Thunder",1742.6617,1742.6617
2012,"ORL","Magic",1608.5101,1608.5101
2012,"PHI","Sixers",1594.103,1594.103
2012,"PHO","Suns",1574.2501,1574.2501
2012,"POR","Trailblazers",1577.3906,1577.3906
2012,"SAC","Kings",1453.4791,1453.4791
2012,"SAS","Spurs",1771.188,1771.188
2012,"TOR","Raptors",1432.1248,1432.1248
2012,"UTA","Jazz",1566.7161,1566.7161
2012,"VAN","Grizzlies",1619.5443,1619.5443
2012,"WAS","Wizards",1432.7784,1432.7784
2013,"ATL","Hawks",1590.1759,1590.1759
2013,"BKN","Nets",1587.0345,1587.0345
2013,"BOS","Celtics",1586.1121,1586.1121
2013,"CHA","Hornets",1301.5607,1301.5607
2013,"CHI","Bulls",1610.6219,1610.6219
2013,"CLE","Cavaliers",1408.5876,1408.5876
2013,"DAL","Mavericks",1547.8497,1547.8497
2013,"DEN","Nuggets",1697.6748,1697.6748
2013,"DET","Pistons",1460.7504,1460.7504
2013,"GSW","Warriors",1607.5345,1607.5345
2013,"HOU","Rockets",1609.9154,1609.9154
2013,"IND","Pacers",1651.2092,1651.2092
2013,"LAC","Clippers",1690.4485,1690.4485
2013,"LAL","Lakers",1569.0409,1569.0409
2013,"MIA","Heat",1774.3456,1774.3456
2013,"MIL","Bucks",1535.705,1535.705
2013,"MIN","Timberwolves",1482.8165,1482.8165
2013,"NOP","Pelicans",1479.1785,1479.1785
2013,"NYK","Knicks",1644.5215,1644.5215
2013,"OKC","Thunder",1736.2958,1736.2958
2013,"ORL","Magic",1502.9133,1502.9133
2013,"PHI","Sixers",1551.6627,1551.6627
2013,"PHO","Suns",1523.5597,1523.5597
2013,"POR","Trailblazers",1522.217,1522.217
2013,"SAC","Kings",1443.3635,1443.3635
2013,"SAS","Spurs",1750.5253,1750.5253
2013,"TOR","Raptors",1484.8958,1484.8958
2013,"UTA","Jazz",1562.0601,1562.0601
2013,"VAN","Grizzlies",1700.8755,1700.8755
2013,"WAS","Wizards",1487.5024,1487.5024
2014,"ATL","Hawks",1531.1904,1531.1904
2014,"BKN","Nets",1580.3517,1580.3517
2014,"BOS","Celtics",1502.0685,1502.0685
2014,"CHA","Hornets",1549.1696,1549.1696
2014,"CHI","Bulls",1608.8998,1608.8998
2014,"CLE","Cavaliers",1468.439,1468.439
2014,"DAL","Mavericks",1639.3635,1639.3635
2014,"DEN","Nuggets",1634.8601,1634.8601
2014,"DET","Pistons",1477.7844,1477.7844
2014,"GSW","Warriors",1649.4917,1649.4917
2014,"HOU","Rockets",1676.4716,1676.4716
2014,"IND","Pacers",1697.2277,1697.2277
2014,"LAC","Clippers",1715.3783,1715.3783
2014,"LAL","Lakers",1522.1942,1522.1942
2014,"MIA","Heat",1716.734,1716.734
2014,"MIL","Bucks",1455.7802,1455.7802
2014,"MIN","Timberwolves",1588.3241,1588.3241
2014,"NOP","Pelicans",1489.5696,1489.5696
2014,"NYK","Knicks",1582.1333,1582.1333
2014,"OKC","Thunder",1749.163,1749.163
2014,"ORL","Magic",1374.5378,1374.5378
2014,"PHI","Sixers",1484.9669,1484.9669
2014,"PHO","Suns",1589.1101,1589.1101
2014,"POR","Trailblazers",1632.3877,1632.3877
2014,"SAC","Kings",1446.5983,1446.5983
2014,"SAS","Spurs",1764.3367,1764.3367
2014,"TOR","Raptors",1604.1543,1604.1543
2014,"UTA","Jazz",1516.0178,1516.0178
2014,"VAN","Grizzlies",1632.3412,1632.3412
2014,"WAS","Wizards",1588.2531,1588.2531
2015,"ATL","Hawks",1701.1826,1701.1826
2015,"BKN","Nets",1534.8898,1534.8898
2015,"BOS","Celtics",1551.8619,1551.8619
2015,"CHA","Hornets",1512.6759,1512.6759
2015,"CHI","Bulls",1636.0938,1636.0938
2015,"CLE","Cavaliers",1723.4149,1723.4149
2015,"DAL","Mavericks",1653.7015,1653.7015
2015,"DEN","Nuggets",1510.8123,1510.8123
2015,"DET","Pistons",1475.5499,1475.5499
2015,"GSW","Warriors",1822.2881,1822.2881
2015,"HOU","Rockets",1669.5398,1669.5398
2015,"IND","Pacers",1535.2634,1535.2634
2015,"LAC","Clippers",1743.113,1743.113
2015,"LAL","Lakers",1417.563,1417.563
2015,"MIA","Heat",1596.9768,1596.9768
2015,"MIL","Bucks",1550.3455,1550.3455
2015,"MIN","Timberwolves",1520.7645,1520.7645
2015,"NOP","Pelicans",1539.7662,1539.7662
2015,"NYK","Knicks",1521.5439,1521.5439
2015,"OKC","Thunder",1630.5771,1630.5771
2015,"ORL","Magic",1396.197,1396.197
2015,"PHI","Sixers",1330.1943,1330.1943
2015,"PHO","Suns",1592.7095,1592.7095
2015,"POR","Trailblazers",1667.7268,1667.7268
2015,"SAC","Kings",1512.0999,1512.0999
2015,"SAS","Spurs",1743.3424,1743.3424
2015,"TOR","Raptors",1634.7308,1634.7308
2015,"UTA","Jazz",1565.0206,1565.0206
2015,"VAN","Grizzlies",1678.4237,1678.4237
2015,"WAS","Wizards",1585.0723,1585.0723
