"player","salary","year_end","team_id","fran_id"
"Derrick Williams",5016960,2014,"MIN","Timberwolves"
"Derrick Williams",6331404,2015,"SAC","Kings"
"Derrick Williams",4900000,2016,"NYK","Knicks"
"Derrick Williams",4598000,2017,"MIA","Heat"
"Derrick Williams",402043,2017,"CLE","Cavaliers"
"DeSagana Diop",1842480,2002,"CLE","Cavaliers"
"DeSagana Diop",1980600,2003,"CLE","Cavaliers"
"DeSagana Diop",2118840,2004,"CLE","Cavaliers"
"DeSagana Diop",2695164,2005,"CLE","Cavaliers"
"DeSagana Diop",1850000,2006,"DAL","Mavericks"
"DeSagana Diop",2146000,2008,"BKN","Nets"
"DeShawn Stevenson",828120,2001,"UTA","Jazz"
"DeShawn Stevenson",890280,2002,"UTA","Jazz"
"DeShawn Stevenson",952320,2003,"UTA","Jazz"
"DeShawn Stevenson",1616087,2004,"UTA","Jazz"
"DeShawn Stevenson",2500000,2005,"ORL","Magic"
"DeShawn Stevenson",2750000,2006,"ORL","Magic"
"DeShawn Stevenson",932015,2007,"WAS","Wizards"
"DeShawn Stevenson",1033930,2008,"WAS","Wizards"
"DeShawn Stevenson",3616072,2009,"WAS","Wizards"
"DeShawn Stevenson",3886928,2010,"DAL","Mavericks"
"DeShawn Stevenson",4151786,2011,"DAL","Mavericks"
"DeShawn Stevenson",2500000,2012,"BKN","Nets"
"DeShawn Stevenson",2240450,2013,"ATL","Hawks"
"Desmon Farmer",275404,2007,"OKC","Thunder"
"Desmon Farmer",83708,2009,"SAS","Spurs"
"Desmond Mason",1074720,2001,"OKC","Thunder"
"Desmond Mason",1155240,2002,"OKC","Thunder"
"Desmond Mason",1235880,2003,"OKC","Thunder"
"Desmond Mason",1898312,2004,"MIL","Bucks"
"Desmond Mason",6529630,2005,"MIL","Bucks"
"Desmond Mason",7333333,2006,"NOP","Pelicans"
"Desmond Mason",8037037,2007,"NOP","Pelicans"
"Desmond Mason",5e+06,2008,"MIL","Bucks"
"Desmond Mason",5300000,2009,"OKC","Thunder"
"Desmond Mason",76850,2010,"SAC","Kings"
"Detlef Schrempf",1160000,1991,"IND","Pacers"
"Detlef Schrempf",1278000,1992,"IND","Pacers"
"Detlef Schrempf",1393000,1993,"IND","Pacers"
"Detlef Schrempf",1308000,1994,"OKC","Thunder"
"Detlef Schrempf",5e+06,1995,"OKC","Thunder"
"Detlef Schrempf",5e+06,1996,"OKC","Thunder"
"Detlef Schrempf",3333000,1997,"OKC","Thunder"
"Detlef Schrempf",3333333,1998,"OKC","Thunder"
"Detlef Schrempf",3333000,1999,"OKC","Thunder"
"Detlef Schrempf",2200000,2001,"POR","Trailblazers"
"Devean George",790440,2000,"LAL","Lakers"
"Devean George",849720,2001,"LAL","Lakers"
"Devean George",834250,2002,"LAL","Lakers"
"Devean George",4546000,2003,"LAL","Lakers"
"Devean George",4546000,2004,"LAL","Lakers"
"Devean George",4546000,2005,"LAL","Lakers"
"Devean George",5000600,2006,"LAL","Lakers"
"Devean George",2369111,2008,"DAL","Mavericks"
"Devean George",1600000,2009,"DAL","Mavericks"
"Devean George",1600000,2010,"GSW","Warriors"
"Devin Booker",2127840,2016,"PHO","Suns"
"Devin Booker",2223600,2017,"PHO","Suns"
"Devin Booker",2319360,2018,"PHO","Suns"
"Devin Brown",34946,2003,"SAS","Spurs"
"Devin Brown",563679,2004,"SAS","Spurs"
"Devin Brown",2500000,2006,"UTA","Jazz"
"Devin Brown",564518,2007,"NOP","Pelicans"
"Devin Brown",5e+05,2007,"GSW","Warriors"
"Devin Brown",1200000,2008,"CLE","Cavaliers"
"Devin Brown",998398,2009,"NOP","Pelicans"
"Devin Brown",1100000,2010,"CHI","Bulls"
"Devin Ebanks",473604,2011,"LAL","Lakers"
"Devin Ebanks",762195,2012,"LAL","Lakers"
"Devin Ebanks",1054389,2013,"LAL","Lakers"
"Devin Gray",150200,1997,"SAC","Kings"
"Devin Gray",88223,2000,"HOU","Rockets"
"Devin Green",398762,2006,"LAL","Lakers"
"Devin Harris",2741880,2005,"DAL","Mavericks"
"Devin Harris",2947440,2006,"DAL","Mavericks"
"Devin Harris",3995003,2008,"BKN","Nets"
"Devin Harris",7800000,2009,"BKN","Nets"
"Devin Harris",8400000,2010,"BKN","Nets"
"Devin Harris",8981000,2011,"UTA","Jazz"
"Devin Harris",9319000,2012,"UTA","Jazz"
"Devin Harris",8500000,2013,"ATL","Hawks"
"Devin Harris",1272279,2014,"DAL","Mavericks"
"Devin Harris",3878000,2015,"DAL","Mavericks"
"Devin Harris",4053000,2016,"DAL","Mavericks"
"Devin Harris",4228000,2017,"DAL","Mavericks"
"Devin Harris",4402546,2018,"DAL","Mavericks"
"Devyn Marble",884879,2015,"ORL","Magic"
"Devyn Marble",845059,2016,"ORL","Magic"
"Dewayne Dedmon",816482,2015,"ORL","Magic"
"Dewayne Dedmon",947278,2016,"ORL","Magic"
"Dewayne Dedmon",2898000,2017,"SAS","Spurs"
"Dewayne Dedmon",6e+06,2018,"ATL","Hawks"
"Dexter Cambridge",150000,1993,"DAL","Mavericks"
"Dexter Pittman",762195,2012,"MIA","Heat"
"Dexter Pittman",854389,2013,"MEM","Grizzlies"
"Deyonta Davis",1369229,2017,"MEM","Grizzlies"
"Deyonta Davis",1312611,2018,"MEM","Grizzlies"
"Diamond Stone",543471,2017,"LAC","Clippers"
"Diamond Stone",1312611,2018,"ATL","Hawks"
"Diamond Stone",50000,2018,"CHI","Bulls"
"Diante Garrett",473604,2013,"PHO","Suns"
"Diante Garrett",915243,2015,"POR","Trailblazers"
"Dickey Simpkins",845000,1996,"CHI","Bulls"
"Dickey Simpkins",1040000,1997,"CHI","Bulls"
"Dickey Simpkins",1235000,1998,"GSW","Warriors"
"Dickey Simpkins",26190,2002,"ATL","Hawks"
"Didier Ilunga-Mbenga",8e+05,2005,"DAL","Mavericks"
"Didier Ilunga-Mbenga",880000,2006,"DAL","Mavericks"
"Didier Ilunga-Mbenga",1800000,2008,"DAL","Mavericks"
"Didier Ilunga-Mbenga",434091,2008,"LAL","Lakers"
"Didier Ilunga-Mbenga",249478,2008,"GSW","Warriors"
"Didier Ilunga-Mbenga",1971941,2009,"DAL","Mavericks"
"Didier Ilunga-Mbenga",880658,2009,"LAL","Lakers"
"Didier Ilunga-Mbenga",959111,2010,"LAL","Lakers"
"Didier Ilunga-Mbenga",1069509,2011,"NOP","Pelicans"
"Dijon Thompson",89101,2007,"ATL","Hawks"
"Dikembe Mutombo",2005000,1992,"DEN","Nuggets"
"Dikembe Mutombo",2400000,1993,"DEN","Nuggets"
"Dikembe Mutombo",3e+06,1994,"DEN","Nuggets"
"Dikembe Mutombo",3100000,1995,"DEN","Nuggets"
"Dikembe Mutombo",3250000,1996,"DEN","Nuggets"
"Dikembe Mutombo",8013000,1997,"ATL","Hawks"
"Dikembe Mutombo",9615187,1998,"ATL","Hawks"
"Dikembe Mutombo",11218000,1999,"ATL","Hawks"
"Dikembe Mutombo",12820249,2000,"ATL","Hawks"
"Dikembe Mutombo",14400000,2001,"ATL","Hawks"
"Dikembe Mutombo",14315790,2002,"PHI","Sixers"
"Dikembe Mutombo",16105264,2003,"BKN","Nets"
"Dikembe Mutombo",13626624,2004,"BKN","Nets"
"Dikembe Mutombo",4087667,2004,"NYK","Knicks"
"Dikembe Mutombo",14989285,2005,"BKN","Nets"
"Dikembe Mutombo",4496434,2005,"HOU","Rockets"
"Dikembe Mutombo",2e+06,2006,"HOU","Rockets"
"Dikembe Mutombo",2210000,2007,"HOU","Rockets"
"Dikembe Mutombo",794491,2009,"HOU","Rockets"
"Dillon Brooks",815615,2018,"MEM","Grizzlies"
"Dino Radja",711000,1993,"BOS","Celtics"
"Dino Radja",1650000,1994,"BOS","Celtics"
"Dino Radja",2145000,1995,"BOS","Celtics"
"Dino Radja",2640000,1996,"BOS","Celtics"
"Dino Radja",5313000,1997,"BOS","Celtics"
"Dino Radja",2500000,1998,"BOS","Celtics"
"Dino Radja",2500000,1999,"BOS","Celtics"
"Dino Radja",2270500,2000,"BOS","Celtics"
"Dion Glover",893400,2000,"ATL","Hawks"
"Dion Glover",960480,2001,"ATL","Hawks"
"Dion Glover",1027440,2002,"ATL","Hawks"
"Dion Glover",1584312,2003,"ATL","Hawks"
"Dion Glover",1e+06,2004,"ATL","Hawks"
"Dion Glover",163085,2006,"HOU","Rockets"
"Dion Waiters",3726600,2013,"CLE","Cavaliers"
"Dion Waiters",3894240,2014,"CLE","Cavaliers"
"Dion Waiters",4062000,2015,"OKC","Thunder"
"Dion Waiters",5138430,2016,"OKC","Thunder"
"Dion Waiters",2898000,2017,"MIA","Heat"
"Dion Waiters",1.1e+07,2018,"MIA","Heat"
"Dionte Christmas",50000,2017,"PHI","Sixers"
"Dirk Nowitzki",1472640,1999,"DAL","Mavericks"
"Dirk Nowitzki",1583040,2000,"DAL","Mavericks"
"Dirk Nowitzki",1693560,2001,"DAL","Mavericks"
"Dirk Nowitzki",2157595,2002,"DAL","Mavericks"
"Dirk Nowitzki",10067750,2003,"DAL","Mavericks"
"Dirk Nowitzki",12584688,2005,"DAL","Mavericks"
"Dirk Nowitzki",13843156,2006,"DAL","Mavericks"
"Dirk Nowitzki",16360094,2008,"DAL","Mavericks"
"Dirk Nowitzki",18077904,2009,"DAL","Mavericks"
"Dirk Nowitzki",19795714,2010,"DAL","Mavericks"
"Dirk Nowitzki",17278618,2011,"DAL","Mavericks"
"Dirk Nowitzki",19092873,2012,"DAL","Mavericks"
"Dirk Nowitzki",20907128,2013,"DAL","Mavericks"
"Dirk Nowitzki",22721381,2014,"DAL","Mavericks"
"Dirk Nowitzki",7974482,2015,"DAL","Mavericks"
"Dirk Nowitzki",8333334,2016,"DAL","Mavericks"
"Dirk Nowitzki",2.5e+07,2017,"DAL","Mavericks"
"Dirk Nowitzki",5e+06,2018,"DAL","Mavericks"
"Doc Rivers",895000,1991,"ATL","Hawks"
"Doc Rivers",1195000,1992,"LAC","Clippers"
"Doc Rivers",895000,1993,"NYK","Knicks"
"Doc Rivers",1110000,1994,"NYK","Knicks"
"Doc Rivers",1405000,1995,"NYK","Knicks"
"Doc Rivers",109750,1995,"SAS","Spurs"
"Doc Rivers",1150000,1996,"SAS","Spurs"
"Domantas Sabonis",2440200,2017,"OKC","Thunder"
"Domantas Sabonis",2550000,2018,"IND","Pacers"
"Dominic McGuire",427163,2008,"WAS","Wizards"
"Dominic McGuire",711517,2009,"WAS","Wizards"
"Dominic McGuire",825497,2010,"SAC","Kings"
"Dominic McGuire",915852,2012,"GSW","Warriors"
"Dominic McGuire",181018,2013,"TOR","Raptors"
"Dominic McGuire",122625,2013,"IND","Pacers"
"Dominic McGuire",110947,2013,"NOP","Pelicans"
"Dominique Jones",1110120,2011,"DAL","Mavericks"
"Dominique Jones",1193280,2012,"DAL","Mavericks"
"Dominique Jones",1276560,2013,"DAL","Mavericks"
"Dominique Wilkins",2065000,1991,"ATL","Hawks"
"Dominique Wilkins",3100000,1992,"ATL","Hawks"
"Dominique Wilkins",3500000,1993,"ATL","Hawks"
"Dominique Wilkins",3500000,1994,"ATL","Hawks"
"Dominique Wilkins",2820000,1995,"BOS","Celtics"
"Dominique Wilkins",247500,1997,"SAS","Spurs"
"Dominique Wilkins",1e+06,1999,"ORL","Magic"
"Don MacLean",463000,1993,"WAS","Wizards"
"Don MacLean",601000,1994,"WAS","Wizards"
"Don MacLean",740000,1995,"WAS","Wizards"
"Don MacLean",925000,1996,"DEN","Nuggets"
"Don MacLean",1780000,1997,"PHI","Sixers"
"Don MacLean",2120000,1998,"BKN","Nets"
"Don MacLean",2460000,1999,"OKC","Thunder"
"Don MacLean",2800000,2000,"HOU","Rockets"
"Don MacLean",2380000,2001,"HOU","Rockets"
"Don MacLean",798500,2001,"MIA","Heat"
"Don MacLean",965850,2002,"TOR","Raptors"
"Don Reid",4e+05,1997,"DET","Pistons"
"Don Reid",1e+06,1998,"DET","Pistons"
"Don Reid",8e+05,1999,"DET","Pistons"
"Don Reid",1e+06,2000,"DET","Pistons"
"Don Reid",611000,2001,"ORL","Magic"
"Don Reid",1e+06,2002,"ORL","Magic"
"Don Reid",1100000,2003,"DET","Pistons"
"Donald Hodge",130000,1992,"DAL","Mavericks"
"Donald Hodge",650000,1993,"DAL","Mavericks"
"Donald Hodge",845000,1994,"DAL","Mavericks"
"Donald Hodge",1005000,1995,"DAL","Mavericks"
"Donald Hodge",1200000,1996,"DAL","Mavericks"
"Donald Royal",130000,1992,"SAS","Spurs"
"Donald Royal",140000,1993,"ORL","Magic"
"Donald Royal",890000,1994,"ORL","Magic"
"Donald Royal",1500000,1996,"ORL","Magic"
"Donald Royal",1700000,1997,"GSW","Warriors"
"Donald Sloan",122237,2012,"ATL","Hawks"
"Donald Sloan",76392,2012,"NOP","Pelicans"
"Donald Sloan",251076,2013,"CLE","Cavaliers"
"Donald Sloan",44835,2013,"NOP","Pelicans"
"Donald Sloan",884293,2014,"IND","Pacers"
"Donald Sloan",948163,2015,"IND","Pacers"
"Donald Sloan",1015421,2016,"BKN","Nets"
"Donald Whiteside",220000,1997,"TOR","Raptors"
"Donald Whiteside",272250,1998,"ATL","Hawks"
"Donatas Motiejunas",1422720,2014,"HOU","Rockets"
"Donatas Motiejunas",1483920,2015,"HOU","Rockets"
"Donatas Motiejunas",2288205,2016,"HOU","Rockets"
"Donatas Motiejunas",576724,2017,"NOP","Pelicans"
"Donell Taylor",398762,2006,"WAS","Wizards"
"Donell Taylor",664209,2007,"WAS","Wizards"
"Donnell Harvey",862560,2001,"DAL","Mavericks"
"Donnell Harvey",927360,2002,"DAL","Mavericks"
"Donnell Harvey",992040,2003,"DEN","Nuggets"
"Donnell Harvey",663679,2004,"PHO","Suns"
"Donnie Boyce",250000,1996,"ATL","Hawks"
"Donnie Boyce",247500,1997,"ATL","Hawks"
"Donny Marshall",2e+05,1996,"CLE","Cavaliers"
"Donny Marshall",450000,1997,"CLE","Cavaliers"
"Donny Marshall",540000,1998,"CLE","Cavaliers"
"Donovan Mitchell",2621280,2018,"UTA","Jazz"
"Donta Smith",425000,2005,"ATL","Hawks"
"Donta Smith",641748,2006,"ATL","Hawks"
"Dontae\' Jones",691000,1997,"NYK","Knicks"
"Dontae\' Jones",794880,1998,"BOS","Celtics"
"Dontae\' Jones",953856,1999,"BOS","Celtics"
"Donte Greene",971160,2009,"SAC","Kings"
"Donte Greene",1044000,2010,"SAC","Kings"
"Donte Greene",1116840,2011,"SAC","Kings"
"Donte Greene",2015896,2012,"SAC","Kings"
"Dontonio Wingfield",150000,1995,"OKC","Thunder"
"Dontonio Wingfield",225000,1996,"POR","Trailblazers"
"Dontonio Wingfield",5e+05,1997,"POR","Trailblazers"
"Dontonio Wingfield",6e+05,1998,"POR","Trailblazers"
"Donyell Marshall",2730000,1996,"GSW","Warriors"
"Donyell Marshall",3360000,1997,"GSW","Warriors"
"Donyell Marshall",3990000,1998,"GSW","Warriors"
"Donyell Marshall",4370000,1999,"GSW","Warriors"
"Donyell Marshall",5250000,2000,"GSW","Warriors"
"Donyell Marshall",5630000,2001,"UTA","Jazz"
"Donyell Marshall",6510000,2002,"UTA","Jazz"
"Donyell Marshall",4186542,2003,"CHI","Bulls"
"Donyell Marshall",1e+06,2003,"UTA","Jazz"
"Donyell Marshall",4605196,2004,"TOR","Raptors"
"Donyell Marshall",5023850,2005,"TOR","Raptors"
"Donyell Marshall",4799108,2006,"CLE","Cavaliers"
"Donyell Marshall",5633037,2007,"CLE","Cavaliers"
"Donyell Marshall",6016965,2008,"OKC","Thunder"
"Donyell Marshall",5950894,2009,"OKC","Thunder"
"Donyell Marshall",1262275,2009,"PHI","Sixers"
"Dorell Wright",1152240,2005,"MIA","Heat"
"Dorell Wright",1238640,2006,"MIA","Heat"
"Dorell Wright",2040746,2008,"MIA","Heat"
"Dorell Wright",2750000,2010,"MIA","Heat"
"Dorell Wright",3500000,2011,"GSW","Warriors"
"Dorell Wright",3823000,2012,"GSW","Warriors"
"Dorell Wright",4106000,2013,"PHI","Sixers"
"Dorell Wright",3e+06,2014,"POR","Trailblazers"
"Dorell Wright",3150000,2015,"POR","Trailblazers"
"Dorell Wright",17637,2016,"MIA","Heat"
"Dorian Finney-Smith",543471,2017,"DAL","Mavericks"
"Dorian Finney-Smith",1312611,2018,"DAL","Mavericks"
"Doron Lamb",650000,2013,"ORL","Magic"
"Doron Lamb",788872,2014,"ORL","Magic"
"Doug Christie",1445000,1994,"LAL","Lakers"
"Doug Christie",1244000,1995,"NYK","Knicks"
"Doug Christie",1466000,1996,"NYK","Knicks"
"Doug Christie",1355000,1997,"TOR","Raptors"
"Doug Christie",2012767,1998,"TOR","Raptors"
"Doug Christie",2742600,2000,"TOR","Raptors"
"Doug Christie",3140000,2001,"SAC","Kings"
"Doug Christie",5200000,2002,"SAC","Kings"
"Doug Christie",6250000,2003,"SAC","Kings"
"Doug Christie",6900000,2004,"SAC","Kings"
"Doug Christie",7550000,2005,"SAC","Kings"
"Doug Christie",8200000,2006,"ORL","Magic"
"Doug Christie",1575000,2006,"DAL","Mavericks"
"Doug Christie",158071,2007,"LAC","Clippers"
"Doug Edwards",650000,1994,"ATL","Hawks"
"Doug Edwards",845000,1995,"ATL","Hawks"
"Doug Edwards",1040000,1996,"MEM","Grizzlies"
"Doug Edwards",247500,1997,"MEM","Grizzlies"
"Doug Edwards",1430000,1998,"MEM","Grizzlies"
"Doug Edwards",1625000,1999,"MEM","Grizzlies"
"Doug Lee",150000,1992,"BKN","Nets"
"Doug Lee",125000,1993,"BKN","Nets"
"Doug Lee",150000,1995,"SAC","Kings"
"Doug McDermott",2380440,2016,"CHI","Bulls"
"Doug McDermott",2483040,2017,"OKC","Thunder"
"Doug McDermott",3294994,2018,"NYK","Knicks"
"Doug Overton",140000,1993,"WAS","Wizards"
"Doug Overton",5e+05,1994,"WAS","Wizards"
"Doug Overton",550000,1995,"WAS","Wizards"
"Doug Overton",6e+05,1996,"DEN","Nuggets"
"Doug Overton",247500,1997,"PHI","Sixers"
"Doug Overton",326700,1998,"PHI","Sixers"
"Doug Overton",6e+05,1999,"PHI","Sixers"
"Doug Overton",492000,2000,"BOS","Celtics"
"Doug Overton",1e+05,2000,"PHI","Sixers"
"Doug Overton",548500,2001,"BOS","Celtics"
"Doug Overton",104390,2004,"BKN","Nets"
"Doug Smith",1500000,1992,"DAL","Mavericks"
"Doug Smith",1845000,1993,"DAL","Mavericks"
"Doug Smith",1650000,1994,"DAL","Mavericks"
"Doug Smith",1950000,1995,"DAL","Mavericks"
"Doug Smith",450000,1996,"BOS","Celtics"
"Doug West",230000,1991,"MIN","Timberwolves"
"Doug West",310000,1992,"MIN","Timberwolves"
"Doug West",1275000,1994,"MIN","Timberwolves"
"Doug West",1900000,1996,"MIN","Timberwolves"
"Doug West",2535000,1998,"MIN","Timberwolves"
"Doug West",2915000,1999,"MEM","Grizzlies"
"Doug West",3295000,2000,"MEM","Grizzlies"
"Doug West",3680000,2001,"MEM","Grizzlies"
"Dragan Bender",4276320,2017,"PHO","Suns"
"Dragan Bender",4468800,2018,"PHO","Suns"
"Dragan Tarlac",2500000,2001,"CHI","Bulls"
"Draymond Green",850000,2013,"GSW","Warriors"
"Draymond Green",875500,2014,"GSW","Warriors"
"Draymond Green",915243,2015,"GSW","Warriors"
"Draymond Green",14300000,2016,"GSW","Warriors"
"Draymond Green",15330435,2017,"GSW","Warriors"
"Draymond Green",16400000,2018,"GSW","Warriors"
"Drazen Petrovic",1200000,1991,"BKN","Nets"
"Drazen Petrovic",1375000,1992,"BKN","Nets"
"Drazen Petrovic",1615000,1993,"BKN","Nets"
"Drew Barry",350000,1999,"OKC","Thunder"
"Drew Barry",62765,2000,"GSW","Warriors"
"Drew Gooden",2794920,2003,"MEM","Grizzlies"
"Drew Gooden",3004560,2004,"ORL","Magic"
"Drew Gooden",3214080,2005,"CLE","Cavaliers"
"Drew Gooden",4065811,2006,"CLE","Cavaliers"
"Drew Gooden",6645402,2007,"CLE","Cavaliers"
"Drew Gooden",6453416,2008,"CHI","Bulls"
"Drew Gooden",7151183,2009,"SAC","Kings"
"Drew Gooden",4500000,2010,"LAC","Clippers"
"Drew Gooden",5760000,2011,"MIL","Bucks"
"Drew Gooden",6226200,2012,"MIL","Bucks"
"Drew Gooden",6687400,2013,"MIL","Bucks"
"Drew Gooden",6680000,2015,"MIL","Bucks"
"Drew Gooden",1448000,2015,"WAS","Wizards"
"Drew Gooden",3300000,2016,"WAS","Wizards"
"Drew Gordon",40000,2015,"PHI","Sixers"
"Duane Causwell",650000,1991,"SAC","Kings"
"Duane Causwell",820000,1992,"SAC","Kings"
"Duane Causwell",950000,1993,"SAC","Kings"
"Duane Causwell",1260000,1994,"SAC","Kings"
"Duane Causwell",1545000,1995,"SAC","Kings"
"Duane Causwell",1830000,1996,"SAC","Kings"
"Duane Causwell",2215000,1997,"SAC","Kings"
"Duane Causwell",1454000,1999,"MIA","Heat"
"Duane Causwell",4e+06,2001,"MIA","Heat"
"Duane Cooper",140000,1993,"LAL","Lakers"
"Duane Cooper",150000,1994,"PHO","Suns"
"Duane Ferrell",125000,1991,"ATL","Hawks"
"Duane Ferrell",5e+05,1992,"ATL","Hawks"
"Duane Ferrell",825000,1993,"ATL","Hawks"
"Duane Ferrell",1025000,1994,"ATL","Hawks"
"Duane Ferrell",845000,1996,"IND","Pacers"
"Duane Ferrell",1040000,1997,"IND","Pacers"
"Duane Ferrell",1235000,1998,"GSW","Warriors"
"Duane Ferrell",1430000,1999,"GSW","Warriors"
"Duane Ferrell",1625000,2000,"ATL","Hawks"
"Duje Dukan",525093,2016,"SAC","Kings"
"Dwayne Bacon",815615,2018,"CHA","Hornets"
"Dwayne Jones",398762,2006,"MIN","Timberwolves"
"Dwayne Jones",664209,2007,"CLE","Cavaliers"
"Dwayne Jones",770610,2008,"CLE","Cavaliers"
"Dwayne Morton",150000,1995,"GSW","Warriors"
"Dwayne Schintzius",520000,1991,"SAS","Spurs"
"Dwayne Schintzius",650000,1992,"SAC","Kings"
"Dwayne Schintzius",140000,1993,"BKN","Nets"
"Dwayne Schintzius",921000,1994,"BKN","Nets"
"Dwayne Schintzius",225000,1996,"IND","Pacers"
"Dwayne Schintzius",625000,1997,"LAC","Clippers"
"Dwayne Schintzius",662500,1999,"BOS","Celtics"
"Dwayne Schintzius",550000,2000,"DEN","Nuggets"
"Dwight Buycks",48028,2015,"LAL","Lakers"
"Dwight Howard",4179720,2005,"ORL","Magic"
"Dwight Howard",4493160,2006,"ORL","Magic"
"Dwight Howard",4806720,2007,"ORL","Magic"
"Dwight Howard",6061274,2008,"ORL","Magic"
"Dwight Howard",13758000,2009,"ORL","Magic"
"Dwight Howard",15202590,2010,"ORL","Magic"
"Dwight Howard",16647180,2011,"ORL","Magic"
"Dwight Howard",18091770,2012,"ORL","Magic"
"Dwight Howard",19536360,2013,"LAL","Lakers"
"Dwight Howard",20513178,2014,"HOU","Rockets"
"Dwight Howard",21436271,2015,"HOU","Rockets"
"Dwight Howard",22359364,2016,"HOU","Rockets"
"Dwight Howard",23180275,2017,"ATL","Hawks"
"Dwight Howard",23500000,2018,"CHA","Hornets"
"Dwight Powell",507336,2015,"DAL","Mavericks"
"Dwight Powell",845059,2016,"DAL","Mavericks"
"Dwight Powell",8375000,2017,"DAL","Mavericks"
"Dwight Powell",9003125,2018,"DAL","Mavericks"
"Dwyane Wade",2636400,2004,"MIA","Heat"
"Dwyane Wade",2834160,2005,"MIA","Heat"
"Dwyane Wade",3031920,2006,"MIA","Heat"
"Dwyane Wade",13041250,2008,"MIA","Heat"
"Dwyane Wade",15779912,2010,"MIA","Heat"
"Dwyane Wade",15691000,2012,"MIA","Heat"
"Dwyane Wade",17182000,2013,"MIA","Heat"
"Dwyane Wade",18673000,2014,"MIA","Heat"
"Dwyane Wade",1.5e+07,2015,"MIA","Heat"
"Dwyane Wade",2e+07,2016,"MIA","Heat"
"Dwyane Wade",23200000,2017,"CHI","Bulls"
"Dwyane Wade",15550000,2018,"CHI","Bulls"
"Dwyane Wade",2328652,2018,"CLE","Cavaliers"
"E.J. Singler",50000,2016,"UTA","Jazz"
"E.J. Singler",50000,2017,"TOR","Raptors"
"E\'Twaun Moore",473604,2012,"BOS","Celtics"
"E\'Twaun Moore",762195,2013,"ORL","Magic"
"E\'Twaun Moore",884293,2014,"ORL","Magic"
"E\'Twaun Moore",1015421,2016,"CHI","Bulls"
"E\'Twaun Moore",8081363,2017,"NOP","Pelicans"
"E\'Twaun Moore",8445024,2018,"NOP","Pelicans"
"Earl Barron",398762,2006,"MIA","Heat"
"Earl Barron",973328,2008,"MIA","Heat"
"Earl Barron",185588,2012,"GSW","Warriors"
"Earl Barron",358600,2013,"WAS","Wizards"
"Earl Barron",107676,2015,"PHO","Suns"
"Earl Boykins",287500,1999,"CLE","Cavaliers"
"Earl Boykins",498500,2001,"LAC","Clippers"
"Earl Boykins",650000,2002,"LAC","Clippers"
"Earl Boykins",715000,2003,"LAC","Clippers"
"Earl Boykins",528605,2003,"GSW","Warriors"
"Earl Boykins",2500000,2004,"DEN","Nuggets"
"Earl Boykins",2750000,2006,"DEN","Nuggets"
"Earl Boykins",2950000,2007,"MIL","Bucks"
"Earl Boykins",1191180,2010,"WAS","Wizards"
"Earl Boykins",1352181,2011,"MIL","Bucks"
"Earl Clark",1766280,2010,"PHO","Suns"
"Earl Clark",1898760,2011,"ORL","Magic"
"Earl Clark",1160000,2012,"ORL","Magic"
"Earl Clark",1240000,2013,"LAL","Lakers"
"Earl Clark",4250000,2014,"CLE","Cavaliers"
"Earl Clark",62552,2015,"BKN","Nets"
"Earl Cureton",205200,1997,"TOR","Raptors"
"Earl Watson",332817,2002,"OKC","Thunder"
"Earl Watson",1215000,2003,"MEM","Grizzlies"
"Earl Watson",1336500,2004,"MEM","Grizzlies"
"Earl Watson",1458000,2005,"MEM","Grizzlies"
"Earl Watson",5e+06,2006,"DEN","Nuggets"
"Earl Watson",5400000,2007,"OKC","Thunder"
"Earl Watson",5800000,2008,"OKC","Thunder"
"Earl Watson",6200000,2009,"OKC","Thunder"
"Earl Watson",6600000,2010,"OKC","Thunder"
"Earl Watson",2800000,2010,"IND","Pacers"
"Earl Watson",1229255,2011,"UTA","Jazz"
"Earl Watson",2e+06,2012,"UTA","Jazz"
"Earl Watson",2e+06,2013,"UTA","Jazz"
"Earl Watson",1399507,2014,"POR","Trailblazers"
"Ed Davis",1919160,2011,"TOR","Raptors"
"Ed Davis",2063040,2012,"TOR","Raptors"
"Ed Davis",2207040,2013,"MEM","Grizzlies"
"Ed Davis",3153860,2014,"MEM","Grizzlies"
"Ed Davis",981084,2015,"LAL","Lakers"
"Ed Davis",7e+06,2016,"POR","Trailblazers"
"Ed Davis",6666667,2017,"POR","Trailblazers"
"Ed Davis",6352531,2018,"POR","Trailblazers"
"Ed Gray",723840,1998,"ATL","Hawks"
"Ed Gray",832440,1999,"ATL","Hawks"
"Ed Gray",941040,2000,"HOU","Rockets"
"Ed Nealy",550000,1991,"PHO","Suns"
"Ed Nealy",650000,1992,"PHO","Suns"
"Ed Nealy",8e+05,1993,"PHO","Suns"
"Ed O\'Bannon",1133000,1996,"BKN","Nets"
"Ed O\'Bannon",1303000,1997,"BKN","Nets"
"Ed O\'Bannon",1472640,1998,"ORL","Magic"
"Ed Pinckney",750000,1991,"BOS","Celtics"
"Ed Pinckney",9e+05,1992,"BOS","Celtics"
"Ed Pinckney",1150000,1993,"BOS","Celtics"
"Ed Pinckney",1470000,1994,"BOS","Celtics"
"Ed Pinckney",1485000,1995,"MIL","Bucks"
"Ed Pinckney",1926000,1996,"TOR","Raptors"
"Ed Pinckney",3e+05,1997,"MIA","Heat"
"Ed Stokes",272500,1998,"TOR","Raptors"
