"player","salary","year_end","team_id","fran_id"
"Kerry Kittles",1559040,1998,"BKN","Nets"
"Kerry Kittles",1762000,1999,"BKN","Nets"
"Kerry Kittles",7166666,2000,"BKN","Nets"
"Kerry Kittles",7770000,2001,"BKN","Nets"
"Kerry Kittles",8166667,2002,"BKN","Nets"
"Kerry Kittles",8966667,2003,"BKN","Nets"
"Kerry Kittles",9266666,2004,"BKN","Nets"
"Kerry Kittles",9566667,2005,"LAC","Clippers"
"Kevin Brooks",625000,1992,"DEN","Nuggets"
"Kevin Brooks",8e+05,1993,"DEN","Nuggets"
"Kevin Brooks",975000,1994,"DEN","Nuggets"
"Kevin Brooks",6e+05,1995,"DEN","Nuggets"
"Kevin Duckworth",1710000,1991,"POR","Trailblazers"
"Kevin Duckworth",2013000,1992,"POR","Trailblazers"
"Kevin Duckworth",2213000,1993,"POR","Trailblazers"
"Kevin Duckworth",2313000,1994,"WAS","Wizards"
"Kevin Duckworth",2612500,1995,"WAS","Wizards"
"Kevin Duckworth",2863000,1996,"MIL","Bucks"
"Kevin Duckworth",247500,1997,"LAC","Clippers"
"Kevin Durant",4171200,2008,"OKC","Thunder"
"Kevin Durant",4484040,2009,"OKC","Thunder"
"Kevin Durant",4796880,2010,"OKC","Thunder"
"Kevin Durant",6053663,2011,"OKC","Thunder"
"Kevin Durant",15506632,2012,"OKC","Thunder"
"Kevin Durant",16669630,2013,"OKC","Thunder"
"Kevin Durant",17832627,2014,"OKC","Thunder"
"Kevin Durant",18995624,2015,"OKC","Thunder"
"Kevin Durant",20158622,2016,"OKC","Thunder"
"Kevin Durant",26540100,2017,"GSW","Warriors"
"Kevin Durant",2.5e+07,2018,"GSW","Warriors"
"Kevin Edwards",425000,1991,"MIA","Heat"
"Kevin Edwards",6e+05,1992,"MIA","Heat"
"Kevin Edwards",750000,1993,"MIA","Heat"
"Kevin Edwards",1200000,1994,"BKN","Nets"
"Kevin Edwards",1920000,1996,"BKN","Nets"
"Kevin Edwards",2280000,1997,"BKN","Nets"
"Kevin Edwards",2640000,1998,"BKN","Nets"
"Kevin Edwards",1e+06,2001,"MEM","Grizzlies"
"Kevin Gamble",375000,1991,"BOS","Celtics"
"Kevin Gamble",1400000,1992,"BOS","Celtics"
"Kevin Gamble",1200000,1993,"BOS","Celtics"
"Kevin Gamble",1100000,1994,"BOS","Celtics"
"Kevin Gamble",650000,1995,"MIA","Heat"
"Kevin Gamble",845000,1996,"MIA","Heat"
"Kevin Gamble",1196000,1997,"SAC","Kings"
"Kevin Gamble",1420250,1998,"SAC","Kings"
"Kevin Gamble",1645000,1999,"SAC","Kings"
"Kevin Gamble",1868750,2000,"SAC","Kings"
"Kevin Garnett",1622000,1996,"MIN","Timberwolves"
"Kevin Garnett",2109120,1998,"MIN","Timberwolves"
"Kevin Garnett",1.4e+07,1999,"MIN","Timberwolves"
"Kevin Garnett",16806300,2000,"MIN","Timberwolves"
"Kevin Garnett",19610000,2001,"MIN","Timberwolves"
"Kevin Garnett",22400000,2002,"MIN","Timberwolves"
"Kevin Garnett",25200000,2003,"MIN","Timberwolves"
"Kevin Garnett",2.8e+07,2004,"MIN","Timberwolves"
"Kevin Garnett",1.6e+07,2005,"MIN","Timberwolves"
"Kevin Garnett",1.8e+07,2006,"MIN","Timberwolves"
"Kevin Garnett",2.1e+07,2007,"MIN","Timberwolves"
"Kevin Garnett",24751934,2009,"BOS","Celtics"
"Kevin Garnett",16400000,2010,"BOS","Celtics"
"Kevin Garnett",18800000,2011,"BOS","Celtics"
"Kevin Garnett",21247044,2012,"BOS","Celtics"
"Kevin Garnett",12443735,2014,"BKN","Nets"
"Kevin Garnett",1.2e+07,2015,"MIN","Timberwolves"
"Kevin Garnett",8500000,2016,"MIN","Timberwolves"
"Kevin Garnett",8e+06,2017,"MIN","Timberwolves"
"Kevin Johnson",1750000,1991,"PHO","Suns"
"Kevin Johnson",1950000,1992,"PHO","Suns"
"Kevin Johnson",1850000,1993,"PHO","Suns"
"Kevin Johnson",2300000,1994,"PHO","Suns"
"Kevin Johnson",2750000,1995,"PHO","Suns"
"Kevin Johnson",2900000,1996,"PHO","Suns"
"Kevin Johnson",7e+06,1997,"PHO","Suns"
"Kevin Johnson",8e+06,1998,"PHO","Suns"
"Kevin Jones",390027,2013,"CLE","Cavaliers"
"Kevin Love",3163680,2009,"MIN","Timberwolves"
"Kevin Love",3401040,2010,"MIN","Timberwolves"
"Kevin Love",3638280,2011,"MIN","Timberwolves"
"Kevin Love",4609701,2012,"MIN","Timberwolves"
"Kevin Love",13668750,2013,"MIN","Timberwolves"
"Kevin Love",14693906,2014,"MIN","Timberwolves"
"Kevin Love",15719062,2015,"CLE","Cavaliers"
"Kevin Love",19500000,2016,"CLE","Cavaliers"
"Kevin Love",21165675,2017,"CLE","Cavaliers"
"Kevin Love",22642350,2018,"CLE","Cavaliers"
"Kevin Lynch",250000,1993,"CHA","Hornets"
"Kevin Lynch",325000,1994,"CHA","Hornets"
"Kevin Martin",872040,2005,"SAC","Kings"
"Kevin Martin",937440,2006,"SAC","Kings"
"Kevin Martin",1002840,2007,"SAC","Kings"
"Kevin Martin",8760335,2009,"SAC","Kings"
"Kevin Martin",10180170,2010,"HOU","Rockets"
"Kevin Martin",11100005,2011,"HOU","Rockets"
"Kevin Martin",11519840,2012,"HOU","Rockets"
"Kevin Martin",12439675,2013,"OKC","Thunder"
"Kevin Martin",6500000,2014,"MIN","Timberwolves"
"Kevin Martin",6792500,2015,"MIN","Timberwolves"
"Kevin Martin",7085000,2016,"MIN","Timberwolves"
"Kevin Martin",317475,2016,"SAS","Spurs"
"Kevin Martin",1360305,2017,"MIN","Timberwolves"
"Kevin Martin",1360305,2018,"MIN","Timberwolves"
"Kevin McHale",1400000,1991,"BOS","Celtics"
"Kevin McHale",3500000,1992,"BOS","Celtics"
"Kevin McHale",3500000,1993,"BOS","Celtics"
"Kevin Murphy",473604,2013,"UTA","Jazz"
"Kevin Murphy",65000,2015,"UTA","Jazz"
"Kevin Ollie",422235,2000,"PHI","Sixers"
"Kevin Ollie",2853,2000,"DAL","Mavericks"
"Kevin Ollie",523500,2001,"BKN","Nets"
"Kevin Ollie",590850,2002,"CHI","Bulls"
"Kevin Ollie",1e+06,2003,"MIL","Bucks"
"Kevin Ollie",2458500,2004,"CLE","Cavaliers"
"Kevin Ollie",2704350,2005,"PHI","Sixers"
"Kevin Ollie",2950200,2006,"PHI","Sixers"
"Kevin Ollie",3196050,2007,"PHI","Sixers"
"Kevin Ollie",1262275,2009,"MIN","Timberwolves"
"Kevin Ollie",1306455,2010,"OKC","Thunder"
"Kevin Pritchard",185000,1991,"GSW","Warriors"
"Kevin Pritchard",158000,1992,"SAS","Spurs"
"Kevin Pritchard",130000,1992,"BOS","Celtics"
"Kevin Pritchard",158000,1993,"SAS","Spurs"
"Kevin Salvadori",247500,1997,"SAC","Kings"
"Kevin Salvadori",3e+05,1998,"SAC","Kings"
"Kevin Seraphin",1563120,2011,"WAS","Wizards"
"Kevin Seraphin",1680360,2012,"WAS","Wizards"
"Kevin Seraphin",1797600,2013,"WAS","Wizards"
"Kevin Seraphin",2761114,2014,"WAS","Wizards"
"Kevin Seraphin",3898692,2015,"WAS","Wizards"
"Kevin Seraphin",2800000,2016,"NYK","Knicks"
"Kevin Seraphin",1800000,2017,"IND","Pacers"
"Kevin Thompson",150000,1994,"POR","Trailblazers"
"Kevin Willis",685000,1991,"ATL","Hawks"
"Kevin Willis",725000,1992,"ATL","Hawks"
"Kevin Willis",2425000,1993,"ATL","Hawks"
"Kevin Willis",2625000,1994,"ATL","Hawks"
"Kevin Willis",2975000,1995,"MIA","Heat"
"Kevin Willis",3650000,1996,"MIA","Heat"
"Kevin Willis",1500000,1997,"HOU","Rockets"
"Kevin Willis",2625000,2000,"TOR","Raptors"
"Kevin Willis",2870000,2001,"TOR","Raptors"
"Kevin Willis",3e+06,2002,"HOU","Rockets"
"Kevin Willis",1030000,2003,"SAS","Spurs"
"Kevin Willis",1070000,2004,"SAS","Spurs"
"Kevin Willis",1300000,2005,"ATL","Hawks"
"Kevon Looney",1131960,2016,"GSW","Warriors"
"Kevon Looney",1182840,2017,"GSW","Warriors"
"Kevon Looney",1471382,2018,"GSW","Warriors"
"Keyon Dooling",1538880,2001,"LAC","Clippers"
"Keyon Dooling",1654320,2002,"LAC","Clippers"
"Keyon Dooling",1769760,2003,"LAC","Clippers"
"Keyon Dooling",745046,2005,"MIA","Heat"
"Keyon Dooling",3100000,2006,"ORL","Magic"
"Keyon Dooling",3348000,2007,"ORL","Magic"
"Keyon Dooling",3596000,2008,"ORL","Magic"
"Keyon Dooling",3300000,2009,"BKN","Nets"
"Keyon Dooling",3564000,2010,"BKN","Nets"
"Keyon Dooling",2e+06,2011,"MIL","Bucks"
"Keyon Dooling",2246400,2012,"BOS","Celtics"
"Khalid El-Amin",316969,2001,"CHI","Bulls"
"Khalid El-Amin",465850,2002,"DAL","Mavericks"
"Khalid Reeves",1300000,1995,"MIA","Heat"
"Khalid Reeves",1602000,1996,"CHA","Hornets"
"Khalid Reeves",1752000,1997,"BKN","Nets"
"Khalid Reeves",2002000,1999,"DAL","Mavericks"
"Khalid Reeves",475000,1999,"DET","Pistons"
"Khem Birch",50000,2015,"MIA","Heat"
"Khem Birch",815615,2018,"ORL","Magic"
"Khris Middleton",788872,2014,"MIL","Bucks"
"Khris Middleton",915243,2015,"MIL","Bucks"
"Khris Middleton",1.5e+07,2016,"MIL","Bucks"
"Khris Middleton",15200000,2017,"MIL","Bucks"
"Khris Middleton",14100000,2018,"MIL","Bucks"
"Kiki Vandeweghe",1025000,1991,"NYK","Knicks"
"Kiki Vandeweghe",1020000,1992,"NYK","Knicks"
"Kiki Vandeweghe",140000,1993,"LAC","Clippers"
"Kiki Vandeweghe",150000,1994,"LAC","Clippers"
"Kirk Haston",1182600,2002,"CHA","Hornets"
"Kirk Haston",1271400,2003,"NOP","Pelicans"
"Kirk Haston",1360080,2004,"NOP","Pelicans"
"Kirk Hinrich",2185920,2004,"CHI","Bulls"
"Kirk Hinrich",2513880,2006,"CHI","Bulls"
"Kirk Hinrich",3192628,2007,"CHI","Bulls"
"Kirk Hinrich",11250000,2008,"CHI","Bulls"
"Kirk Hinrich",1e+07,2009,"CHI","Bulls"
"Kirk Hinrich",9500000,2010,"CHI","Bulls"
"Kirk Hinrich",9e+06,2011,"ATL","Hawks"
"Kirk Hinrich",8100000,2012,"ATL","Hawks"
"Kirk Hinrich",3941000,2013,"CHI","Bulls"
"Kirk Hinrich",4059000,2014,"CHI","Bulls"
"Kirk Hinrich",2870000,2016,"ATL","Hawks"
"Kirk Penney",8950,2004,"MIA","Heat"
"Kirk Snyder",1336920,2005,"UTA","Jazz"
"Kirk Snyder",1437240,2006,"NOP","Pelicans"
"Kirk Snyder",1537440,2007,"HOU","Rockets"
"Kirk Snyder",2358433,2008,"MIN","Timberwolves"
"Klay Thompson",2126520,2012,"GSW","Warriors"
"Klay Thompson",2286000,2013,"GSW","Warriors"
"Klay Thompson",2317920,2014,"GSW","Warriors"
"Klay Thompson",3075880,2015,"GSW","Warriors"
"Klay Thompson",15500000,2016,"GSW","Warriors"
"Klay Thompson",16663575,2017,"GSW","Warriors"
"Klay Thompson",17826150,2018,"GSW","Warriors"
"Kobe Bryant",1015000,1997,"LAL","Lakers"
"Kobe Bryant",1167240,1998,"LAL","Lakers"
"Kobe Bryant",1319000,1999,"LAL","Lakers"
"Kobe Bryant",9e+06,2000,"LAL","Lakers"
"Kobe Bryant",10130000,2001,"LAL","Lakers"
"Kobe Bryant",11250000,2002,"LAL","Lakers"
"Kobe Bryant",12375000,2003,"LAL","Lakers"
"Kobe Bryant",13500000,2004,"LAL","Lakers"
"Kobe Bryant",14175000,2005,"LAL","Lakers"
"Kobe Bryant",15946875,2006,"LAL","Lakers"
"Kobe Bryant",17718750,2007,"LAL","Lakers"
"Kobe Bryant",19490625,2008,"LAL","Lakers"
"Kobe Bryant",21262500,2009,"LAL","Lakers"
"Kobe Bryant",23034375,2010,"LAL","Lakers"
"Kobe Bryant",24806250,2011,"LAL","Lakers"
"Kobe Bryant",25244493,2012,"LAL","Lakers"
"Kobe Bryant",27849149,2013,"LAL","Lakers"
"Kobe Bryant",30453805,2014,"LAL","Lakers"
"Kobe Bryant",23500000,2015,"LAL","Lakers"
"Kobe Bryant",2.5e+07,2016,"LAL","Lakers"
"Korleone Young",287500,1999,"DET","Pistons"
"Kornel David",287500,1999,"CHI","Bulls"
"Kornel David",27059,2000,"CLE","Cavaliers"
"Kornel David",498500,2001,"TOR","Raptors"
"Kosta Koufos",1129320,2009,"UTA","Jazz"
"Kosta Koufos",1214040,2010,"UTA","Jazz"
"Kosta Koufos",1352640,2011,"DEN","Nuggets"
"Kosta Koufos",2203792,2012,"DEN","Nuggets"
"Kosta Koufos",3e+06,2013,"DEN","Nuggets"
"Kosta Koufos",3e+06,2014,"MEM","Grizzlies"
"Kosta Koufos",3e+06,2015,"MEM","Grizzlies"
"Kosta Koufos",7500000,2016,"SAC","Kings"
"Kosta Koufos",8046500,2017,"SAC","Kings"
"Kosta Koufos",8393000,2018,"SAC","Kings"
"Kosta Perovic",1800000,2008,"GSW","Warriors"
"Kostas Papanikolaou",4800000,2015,"HOU","Rockets"
"Kostas Papanikolaou",350000,2016,"DEN","Nuggets"
"Kris Dunn",3872520,2017,"MIN","Timberwolves"
"Kris Dunn",4046760,2018,"CHI","Bulls"
"Kris Humphries",1481400,2005,"UTA","Jazz"
"Kris Humphries",1592400,2006,"UTA","Jazz"
"Kris Humphries",1703520,2007,"TOR","Raptors"
"Kris Humphries",2522913,2008,"TOR","Raptors"
"Kris Humphries",3200000,2009,"TOR","Raptors"
"Kris Humphries",3200000,2010,"BKN","Nets"
"Kris Humphries",3200000,2011,"BKN","Nets"
"Kris Humphries",8e+06,2012,"BKN","Nets"
"Kris Humphries",1.2e+07,2013,"BKN","Nets"
"Kris Humphries",1.2e+07,2014,"BOS","Celtics"
"Kris Humphries",4300000,2015,"WAS","Wizards"
"Kris Humphries",4600000,2016,"PHO","Suns"
"Kris Humphries",388025,2016,"ATL","Hawks"
"Kris Humphries",4e+06,2017,"ATL","Hawks"
"Kristaps Porzingis",4131720,2016,"NYK","Knicks"
"Kristaps Porzingis",4317720,2017,"NYK","Knicks"
"Kristaps Porzingis",4503600,2018,"NYK","Knicks"
"Kurk Lee",120000,1991,"BKN","Nets"
"Kurt Rambis",9e+05,1991,"PHO","Suns"
"Kurt Rambis",950000,1992,"PHO","Suns"
"Kurt Rambis",1100000,1993,"PHO","Suns"
"Kurt Rambis",4e+05,1994,"LAL","Lakers"
"Kurt Rambis",180000,1994,"SAC","Kings"
"Kurt Thomas",1071000,1996,"MIA","Heat"
"Kurt Thomas",1238000,1997,"MIA","Heat"
"Kurt Thomas",1750000,1999,"NYK","Knicks"
"Kurt Thomas",4413375,2002,"NYK","Knicks"
"Kurt Thomas",4903750,2003,"NYK","Knicks"
"Kurt Thomas",5394125,2004,"NYK","Knicks"
"Kurt Thomas",5884500,2005,"NYK","Knicks"
"Kurt Thomas",7821482,2007,"PHO","Suns"
"Kurt Thomas",8091188,2008,"SAS","Spurs"
"Kurt Thomas",4200000,2009,"SAS","Spurs"
"Kurt Thomas",3800000,2010,"MIL","Bucks"
"Kurt Thomas",1352181,2011,"CHI","Bulls"
"Kwame Brown",3697440,2002,"WAS","Wizards"
"Kwame Brown",3974760,2003,"WAS","Wizards"
"Kwame Brown",4252080,2004,"WAS","Wizards"
"Kwame Brown",5361873,2005,"WAS","Wizards"
"Kwame Brown",7500000,2006,"LAL","Lakers"
"Kwame Brown",8287500,2007,"LAL","Lakers"
"Kwame Brown",9075000,2008,"MEM","Grizzlies"
"Kwame Brown",4e+06,2009,"DET","Pistons"
"Kwame Brown",4100000,2010,"DET","Pistons"
"Kwame Brown",6750000,2012,"GSW","Warriors"
"Kwame Brown",2819044,2013,"PHI","Sixers"
"Kwame Brown",2945901,2014,"PHI","Sixers"
"Kyle Anderson",1093680,2015,"SAS","Spurs"
"Kyle Anderson",1142879,2016,"SAS","Spurs"
"Kyle Anderson",1192080,2017,"SAS","Spurs"
"Kyle Anderson",2151704,2018,"SAS","Spurs"
"Kyle Collinsworth",70000,2017,"DAL","Mavericks"
"Kyle Korver",620046,2005,"PHI","Sixers"
"Kyle Korver",3630363,2006,"PHI","Sixers"
"Kyle Korver",4018182,2007,"PHI","Sixers"
"Kyle Korver",4400000,2008,"UTA","Jazz"
"Kyle Korver",4956818,2009,"UTA","Jazz"
"Kyle Korver",5155115,2010,"UTA","Jazz"
"Kyle Korver",5e+06,2011,"CHI","Bulls"
"Kyle Korver",5e+06,2012,"CHI","Bulls"
"Kyle Korver",5e+06,2013,"ATL","Hawks"
"Kyle Korver",6760563,2014,"ATL","Hawks"
"Kyle Korver",6253521,2015,"ATL","Hawks"
"Kyle Korver",5746479,2016,"ATL","Hawks"
"Kyle Korver",5239437,2017,"CLE","Cavaliers"
"Kyle Korver",7e+06,2018,"CLE","Cavaliers"
"Kyle Kuzma",1423560,2018,"LAL","Lakers"
"Kyle Lowry",1011720,2007,"MEM","Grizzlies"
"Kyle Lowry",1087680,2008,"MEM","Grizzlies"
"Kyle Lowry",1163520,2009,"HOU","Rockets"
"Kyle Lowry",2034997,2010,"HOU","Rockets"
"Kyle Lowry",5750000,2011,"HOU","Rockets"
"Kyle Lowry",5750000,2012,"HOU","Rockets"
"Kyle Lowry",5750000,2013,"TOR","Raptors"
"Kyle Lowry",6210000,2014,"TOR","Raptors"
"Kyle Lowry",1.2e+07,2015,"TOR","Raptors"
"Kyle Lowry",1.2e+07,2016,"TOR","Raptors"
"Kyle Lowry",1.2e+07,2017,"TOR","Raptors"
"Kyle Lowry",28703704,2018,"TOR","Raptors"
"Kyle O\'Quinn",788872,2013,"ORL","Magic"
"Kyle O\'Quinn",788872,2014,"ORL","Magic"
"Kyle O\'Quinn",915243,2015,"ORL","Magic"
"Kyle O\'Quinn",3750000,2016,"NYK","Knicks"
"Kyle O\'Quinn",3900000,2017,"NYK","Knicks"
"Kyle O\'Quinn",4087500,2018,"NYK","Knicks"
"Kyle Singler",1045000,2014,"DET","Pistons"
"Kyle Singler",1090000,2015,"OKC","Thunder"
"Kyle Singler",5e+06,2016,"OKC","Thunder"
"Kyle Singler",4837500,2017,"OKC","Thunder"
"Kyle Singler",4666500,2018,"OKC","Thunder"
"Kyle Weaver",806452,2009,"OKC","Thunder"
"Kyle Weaver",870968,2010,"OKC","Thunder"
"Kyrie Irving",5144280,2012,"CLE","Cavaliers"
"Kyrie Irving",5530080,2013,"CLE","Cavaliers"
"Kyrie Irving",5607240,2014,"CLE","Cavaliers"
"Kyrie Irving",7070730,2015,"CLE","Cavaliers"
"Kyrie Irving",14746000,2016,"CLE","Cavaliers"
"Kyrie Irving",17638063,2017,"CLE","Cavaliers"
"Kyrie Irving",18868625,2018,"BOS","Celtics"
"Kyrylo Fesenko",750000,2008,"UTA","Jazz"
"Kyrylo Fesenko",810000,2009,"UTA","Jazz"
"Kyrylo Fesenko",870000,2010,"UTA","Jazz"
"Kyrylo Fesenko",1087500,2011,"UTA","Jazz"
"LaBradford Smith",620000,1992,"WAS","Wizards"
"LaBradford Smith",760000,1993,"WAS","Wizards"
"LaBradford Smith",940000,1994,"WAS","Wizards"
"Lamar Odom",2445480,2000,"LAC","Clippers"
"Lamar Odom",2628960,2001,"LAC","Clippers"
"Lamar Odom",2812320,2002,"LAC","Clippers"
"Lamar Odom",3557585,2003,"LAC","Clippers"
"Lamar Odom",9963596,2004,"MIA","Heat"
"Lamar Odom",10548596,2005,"LAL","Lakers"
"Lamar Odom",11465333,2006,"LAL","Lakers"
"Lamar Odom",12348596,2007,"LAL","Lakers"
"Lamar Odom",13248596,2008,"LAL","Lakers"
"Lamar Odom",14148596,2009,"LAL","Lakers"
"Lamar Odom",7500000,2010,"LAL","Lakers"
"Lamar Odom",8200000,2011,"LAL","Lakers"
"Lamar Odom",8900000,2012,"DAL","Mavericks"
"Lamar Odom",8200000,2013,"LAC","Clippers"
"Lamar Patterson",525093,2016,"ATL","Hawks"
"Lamar Patterson",128623,2017,"ATL","Hawks"
"Lamar Patterson",1e+05,2017,"SAC","Kings"
"LaMarcus Aldridge",4027320,2007,"POR","Trailblazers"
"LaMarcus Aldridge",4329360,2008,"POR","Trailblazers"
"LaMarcus Aldridge",4631400,2009,"POR","Trailblazers"
"LaMarcus Aldridge",5844827,2010,"POR","Trailblazers"
"LaMarcus Aldridge",11244000,2011,"POR","Trailblazers"
"LaMarcus Aldridge",12372000,2012,"POR","Trailblazers"
"LaMarcus Aldridge",13500000,2013,"POR","Trailblazers"
"LaMarcus Aldridge",14128000,2014,"POR","Trailblazers"
"LaMarcus Aldridge",16006000,2015,"POR","Trailblazers"
"LaMarcus Aldridge",19500000,2016,"SAS","Spurs"
"LaMarcus Aldridge",20575005,2017,"SAS","Spurs"
"LaMarcus Aldridge",21461010,2018,"SAS","Spurs"
"Lamond Murray",2e+06,1995,"LAC","Clippers"
"Lamond Murray",2400000,1996,"LAC","Clippers"
"Lamond Murray",2700000,1997,"LAC","Clippers"
"Lamond Murray",2900000,1998,"LAC","Clippers"
"Lamond Murray",3500000,1999,"LAC","Clippers"
"Lamond Murray",3e+06,2000,"CLE","Cavaliers"
"Lamond Murray",3380000,2001,"CLE","Cavaliers"
"Lamond Murray",3750000,2002,"CLE","Cavaliers"
"Lamond Murray",4125000,2003,"TOR","Raptors"
"Lamond Murray",4500000,2004,"TOR","Raptors"
"Lamond Murray",4875000,2005,"TOR","Raptors"
"Lamond Murray",5250000,2006,"TOR","Raptors"
"Lamond Murray",1138500,2006,"BKN","Nets"
"Lamont Strothers",150000,1992,"POR","Trailblazers"
"Lanard Copeland",130000,1992,"LAC","Clippers"
"Lance Blanks",365000,1991,"DET","Pistons"
"Lance Stephenson",750000,2011,"IND","Pacers"
"Lance Stephenson",810000,2012,"IND","Pacers"
"Lance Stephenson",870000,2013,"IND","Pacers"
"Lance Stephenson",1005000,2014,"IND","Pacers"
"Lance Stephenson",9e+06,2016,"MEM","Grizzlies"
"Lance Stephenson",4e+06,2017,"IND","Pacers"
"Lance Stephenson",1227286,2017,"NOP","Pelicans"
"Lance Stephenson",144386,2017,"MIN","Timberwolves"
"Lance Stephenson",4180000,2018,"IND","Pacers"
"Lance Thomas",328444,2012,"NOP","Pelicans"
"Lance Thomas",762195,2013,"NOP","Pelicans"
"Lance Thomas",884293,2014,"NOP","Pelicans"
"Lance Thomas",403784,2015,"NYK","Knicks"
"Lance Thomas",1650000,2016,"NYK","Knicks"
"Lance Thomas",6191000,2017,"NYK","Knicks"
"Lance Thomas",6655325,2018,"NYK","Knicks"
"Landry Fields",473604,2011,"NYK","Knicks"
"Landry Fields",762195,2012,"NYK","Knicks"
"Landry Fields",6250000,2013,"TOR","Raptors"
"Landry Fields",6250000,2014,"TOR","Raptors"
"Landry Fields",6250000,2015,"TOR","Raptors"
"Langston Galloway",235762,2015,"NYK","Knicks"
"Langston Galloway",845059,2016,"NYK","Knicks"
"Langston Galloway",5200000,2017,"SAC","Kings"
"Langston Galloway",6666667,2018,"DET","Pistons"
"LaPhonso Ellis",1900000,1993,"DEN","Nuggets"
"LaPhonso Ellis",2350000,1994,"DEN","Nuggets"
"LaPhonso Ellis",2731000,1995,"DEN","Nuggets"
"LaPhonso Ellis",3039000,1996,"DEN","Nuggets"
"LaPhonso Ellis",3294000,1997,"DEN","Nuggets"
"LaPhonso Ellis",3650000,1998,"DEN","Nuggets"
"LaPhonso Ellis",1750000,1999,"ATL","Hawks"
"LaPhonso Ellis",1925000,2000,"ATL","Hawks"
"LaPhonso Ellis",1200000,2001,"MIN","Timberwolves"
"LaPhonso Ellis",3e+06,2002,"MIA","Heat"
"LaPhonso Ellis",3100000,2003,"MIA","Heat"
"Lari Ketner",423500,2001,"IND","Pacers"
"Laron Profit",301875,2000,"WAS","Wizards"
"Laron Profit",508000,2001,"WAS","Wizards"
"Laron Profit",630850,2002,"ORL","Magic"
"Laron Profit",745046,2005,"WAS","Wizards"
"Laron Profit",745248,2006,"LAL","Lakers"
"Larry Bird",1500000,1991,"BOS","Celtics"
"Larry Bird",7070000,1992,"BOS","Celtics"
"Larry Bird",2300000,1993,"BOS","Celtics"
"Larry Drew",550000,1991,"LAL","Lakers"
"Larry Drew",6e+05,1992,"LAL","Lakers"
"Larry Drew",59686,2015,"PHI","Sixers"
"Larry Hughes",1330000,1999,"PHI","Sixers"
"Larry Hughes",1722240,2000,"GSW","Warriors"
"Larry Hughes",1842480,2001,"GSW","Warriors"
"Larry Hughes",2343635,2002,"GSW","Warriors"
"Larry Hughes",4546000,2003,"WAS","Wizards"
"Larry Hughes",5000600,2004,"WAS","Wizards"
"Larry Hughes",5455200,2005,"WAS","Wizards"
"Larry Hughes",10344900,2006,"CLE","Cavaliers"
"Larry Hughes",13363012,2007,"CLE","Cavaliers"
"Larry Hughes",12000084,2008,"CHI","Bulls"
"Larry Hughes",12827676,2009,"NYK","Knicks"
"Larry Hughes",13655268,2010,"SAC","Kings"
"Larry Hughes",414443,2012,"ORL","Magic"
"Larry Johnson",1955000,1992,"CHA","Hornets"
"Larry Johnson",2540000,1993,"CHA","Hornets"
"Larry Johnson",3125000,1994,"CHA","Hornets"
"Larry Johnson",3710000,1995,"CHA","Hornets"
"Larry Johnson",4295000,1996,"CHA","Hornets"
"Larry Johnson",5004000,1997,"NYK","Knicks"
"Larry Johnson",8460714,1998,"NYK","Knicks"
"Larry Johnson",10186000,1999,"NYK","Knicks"
"Larry Johnson",11335714,2002,"NYK","Knicks"
"Larry Johnson",9610714,2003,"NYK","Knicks"
"Larry Krystkowiak",605000,1991,"MIL","Bucks"
"Larry Krystkowiak",605000,1992,"MIL","Bucks"
"Larry Krystkowiak",605000,1993,"UTA","Jazz"
"Larry Krystkowiak",644000,1994,"ORL","Magic"
"Larry Nance",1260000,1991,"CLE","Cavaliers"
"Larry Nance",1363000,1992,"CLE","Cavaliers"
"Larry Nance",2775000,1993,"CLE","Cavaliers"
"Larry Nance",2840000,1994,"CLE","Cavaliers"
"Larry Nance",1471382,2018,"LAL","Lakers"
"Larry Nance Jr.",1155600,2016,"LAL","Lakers"
"Larry Nance Jr.",1207680,2017,"LAL","Lakers"
"Larry Owens",55718,2011,"SAS","Spurs"
"Larry Owens",86052,2012,"BKN","Nets"
"Larry Robinson",30000,1995,"HOU","Rockets"
"Larry Robinson",611000,2001,"ATL","Hawks"
"Larry Robinson",715850,2002,"NYK","Knicks"
"Larry Sanders",1731960,2011,"MIL","Bucks"
"Larry Sanders",1861920,2012,"MIL","Bucks"
"Larry Sanders",1991760,2013,"MIL","Bucks"
"Larry Sanders",3053368,2014,"MIL","Bucks"
"Larry Sanders",1.1e+07,2015,"MIL","Bucks"
"Larry Sanders",1865547,2016,"MIL","Bucks"
"Larry Sanders",1865547,2017,"MIL","Bucks"
"Larry Sanders",207722,2017,"CLE","Cavaliers"
"Larry Sanders",1865547,2018,"MIL","Bucks"
"Larry Smith",8e+05,1991,"HOU","Rockets"
"Larry Smith",997000,1992,"HOU","Rockets"
"Larry Smith",5e+05,1993,"SAS","Spurs"
"Larry Stewart",130000,1992,"WAS","Wizards"
"Larry Stewart",5e+05,1993,"WAS","Wizards"
"Larry Stewart",6e+05,1994,"WAS","Wizards"
"Larry Stewart",7e+05,1995,"WAS","Wizards"
"Larry Stewart",247500,1997,"OKC","Thunder"
"LaSalle Thompson",2e+06,1991,"IND","Pacers"
"LaSalle Thompson",2e+06,1992,"IND","Pacers"
"LaSalle Thompson",2e+06,1993,"IND","Pacers"
"LaSalle Thompson",2e+06,1994,"IND","Pacers"
