"year_end","player","pos","age","team_id","G","GS","MP","USG.","PTS","Bench","AdjPER","AdjWS","AdjBPM","AdjVORP","AdjPTS","id","salary","per_cap","sal_2020","sal_per_min","sal_per_WS","sal_per_BPM","sal_per_PTS","sal_per_PER","sal_per_VORP","sal_per_USG"
1991,"Michael Ansley","SF",23,"ORL",67,1,877,16.3,379,"Bench",82.1705426356589,65.1162790697674,70.8010335917313,63.0490956072351,44.1860465116279,"Michael Ansley-1991-ORL",2e+05,0.0168477803049448,1838766.74248168,2096.65535060625,28238.2035452544,25970.9025306719,41614.1946982696,22377.4443188808,29164.0462844431,112807.775612373
1991,"B.J. Armstrong","PG",23,"CHI",82,0,1731,19.5,720,"Bench",68.4754521963824,71.8346253229974,48.8372093023256,52.7131782945737,63.0490956072351,"B.J. Armstrong-1991-CHI",425000,0.0358015331480077,3907379.32777357,2257.29597213956,54394.0935197256,80008.2433782207,61973.5983544415,57062.4830131461,74125.2843062926,200378.427065311
1991,"Keith Askins","SF",23,"MIA",39,1,266,15.8,86,"Bench",55.8139534883721,33.8501291989664,82.9457364341085,56.3307493540052,19.3798449612403,"Keith Askins-1991-MIA",150000,0.0126358352287086,1379075.05686126,5184.49269496714,40740.6142752143,16626.2319939348,71160.2729340411,24708.4281020976,24481.7452754728,87283.2314469152
1991,"Milos Babic","PF",22,"CLE",12,0,52,24.6,19,"Bench",5.16795865633075,8.52713178294574,4.90956072351421,39.2764857881137,7.23514211886305,"Milos Babic-1991-CLE",2e+05,0.0168477803049448,1838766.74248168,35360.8988938785,215637.190709215,374527.752284426,254143.831907289,355801.364670205,46815.9690355533,74746.6155480358
1991,"Thurl Bailey","PF",29,"UTA",82,22,2486,20,1017,"Bench",47.2868217054264,69.7674418604651,56.8475452196382,65.6330749354005,78.2945736434108,"Thurl Bailey-1991-UTA",1e+06,0.0842389015247241,9193833.71240839,3698.2436494,131778.283211187,161727.893031911,117426.192960464,194426.97522962,140079.277429214,459691.68562042
1991,"Ken Bannister","PF",30,"LAC",47,3,339,16.1,111,"Bench",11.6279069767442,24.2894056847545,11.8863049095607,15.2454780361757,20.4134366925065,"Ken Bannister-1991-LAC",4e+05,0.0336955606098896,3677533.48496336,10848.1813715733,151404.836029875,309392.49101757,180152.589706433,316267.879706849,241221.26418319,228418.228879712
1991,"Charles Barkley","SF",27,"PHI",67,67,2498,29.1,1849,"Starter",99.2248062015504,98.7080103359173,99.4832041343669,99.2248062015504,97.9328165374677,"Charles Barkley-1991-PHI",2900000,0.2442928144217,26662117.7659843,10673.3858150458,270110.983650155,268006.222738596,272249.065314932,268704.15561031,268704.15561031,916223.978212519
1991,"Dana Barros","PG",23,"OKC",66,0,750,22.5,418,"Bench",90.9560723514212,59.6899224806201,69.250645994832,60.7235142118863,47.2868217054264,"Dana Barros-1991-OKC",5e+05,0.0421194507623621,4596916.85620419,6129.22247493892,77013.2823961482,66380.8516175755,97213.4876148098,50539.9665724722,75702.4180149371,204307.415831297
1991,"John Battle","SG",28,"ATL",79,2,1863,24.7,1078,"Bench",78.8113695090439,71.0594315245478,43.6692506459948,31.5245478036176,80.1033591731266,"John Battle-1991-ATL",590000,0.0497009518995872,5424361.89032095,2911.62742368274,76335.5655110621,124214.677606758,67717.0339211035,68827.1492312855,172067.873078214,219609.793130403
1991,"Kenny Battle","SG",26,"DEN",56,8,945,14.7,339,"Bench",46.7700258397933,43.6692506459948,63.5658914728682,60.7235142118863,42.3772609819121,"Kenny Battle-1991-DEN",350000,0.0294836155336534,3217841.79934294,3405.1235971883,73686.6731565514,50622.1453799072,75933.2180698609,68801.3688588794,52991.6926104561,218900.802676391
1991,"William Bedford","C",27,"DET",60,4,562,24.1,272,"Bench",73.6434108527132,43.6692506459948,52.7131782945737,52.7131782945737,36.1757105943152,"William Bedford-1991-DET",850000,0.0716030662960155,7814758.65554713,13905.2645116497,178953.349094482,148250.568612585,216022.257121196,106116.196480587,148250.568612585,324263.844628512
1991,"Benoit Benjamin","C",26,"OKC",70,65,2236,21,982,"Starter",70.0258397932816,64.3410852713178,58.3979328165375,65.6330749354005,75.7105943152455,"Benoit Benjamin-1991-OKC",1750000,0.147418077668267,16089208.9967147,7195.53175166131,250061.200069421,275509.906271176,212509.347499269,229761.028846074,245138.735501126,766152.809367367
1991,"Winston Bennett","SF",25,"CLE",27,13,334,19.3,115,"Bench",19.3798449612403,24.2894056847545,22.7390180878553,31.5245478036176,21.4470284237726,"Winston Bennett-1991-CLE",525000,0.0442254233004802,4826762.6990144,14451.3853263904,198718.84728921,212267.859604383,225055.080062479,249060.955269143,153111.242993325,250091.33155515
1991,"Larry Bird","SF",34,"BOS",60,60,2277,23.7,1164,"Starter",92.5064599483204,87.8552971576227,96.8992248062015,94.5736434108527,82.4289405684755,"Larry Bird-1991-BOS",1500000,0.126358352287086,13790750.5686126,6056.54394756812,156971.190295679,142320.545868082,167304.716929563,149078.784079695,145820.231422215,581888.209646101
1991,"Rolando Blackman","SG",31,"DAL",80,80,2965,24.2,1590,"Starter",80.8785529715762,82.4289405684755,65.1162790697674,74.6770025839793,94.8320413436692,"Rolando Blackman-1991-DAL",1650000,0.138994187515795,15169825.6254738,5116.2986932458,184035.188622519,232965.179248348,159965.1912005,187563.019714325,203139.187441466,626852.298573297
1991,"Lance Blanks","SG",24,"DET",38,0,214,17.5,64,"Bench",10.077519379845,20.671834625323,32.5581395348837,39.2764857881137,16.5374677002584,"Lance Blanks-1991-DET",365000,0.0307471990565243,3355749.30502906,15681.0715188274,162334.372630781,103069.442940178,202917.965788476,332993.584883652,85439.1434898846,191757.103144518
1991,"Mookie Blaylock","PG",23,"BKN",72,70,2585,20.6,1017,"Starter",52.1963824289406,55.5555555555556,66.9250645994832,73.9018087855297,78.2945736434108,"Mookie Blaylock-1991-BKN",525000,0.0442254233004802,4826762.6990144,1867.21961277153,86881.7285822591,72121.8982439603,61648.7513042434,92473.1269563649,65313.1875705795,234308.868884194
1991,"Muggsy Bogues","PG",26,"CHA",81,46,2299,12.8,568,"Starter",72.0930232558139,77.7777777777778,59.4315245478036,67.7002583979328,57.1059431524548,"Muggsy Bogues-1991-CHA",805000,0.0678123157274029,7401036.13848875,3219.24146954709,95156.1789234268,124530.477634572,129601.854551817,102659.533533876,109320.648305158,578205.948319434
1991,"Manute Bol","C",28,"PHI",82,6,1522,7,155,"Bench",15.2454780361757,43.6692506459948,56.8475452196382,60.7235142118863,25.3229974160207,"Manute Bol-1991-PHI",1300000,0.109510571982141,11951983.8261309,7852.81460323975,273693.357438619,210246.260941485,471981.402113536,783969.108595366,196826.286838837,1707426.26087584
1991,"Sam Bowie","C",29,"BKN",62,51,1916,20.3,801,"Starter",61.7571059431525,60.4651162790698,65.1162790697674,69.250645994832,66.6666666666667,"Sam Bowie-1991-BKN",2e+06,0.168477803049448,18387667.4248168,9596.90366639708,304103.730487355,282382.035452544,275815.011372252,297741.727757494,265523.406470302,905796.424867823
1991,"Randy Breuer","C",30,"MIN",73,44,1505,15.4,429,"Starter",35.1421188630491,38.5012919896641,36.6925064599483,15.2454780361757,48.8372093023256,"Randy Breuer-1991-MIN",1150000,0.0968747367534327,10572908.7692696,7025.1885510097,274611.791523982,288148.992514601,216492.893846949,300861.448066716,693511.134526668,686552.517485039
1991,"Frank Brickowski","PF",31,"MIL",75,73,1912,21.9,942,"Starter",78.8113695090439,76.7441860465116,75.4521963824289,78.0361757105943,74.4186046511628,"Frank Brickowski-1991-MIL",905000,0.0762362058798753,8320419.50972959,4351.68384400083,108417.587551022,110274.053091279,111805.637161991,105573.847549684,106622.594379647,379927.831494502
1991,"Scott Brooks","PG",25,"MIN",80,0,980,19.9,424,"Bench",82.1705426356589,60.4651162790698,62.5322997416021,60.7235142118863,47.8036175710594,"Scott Brooks-1991-MIN",295000,0.0248504759497936,2712180.94516048,2767.53157669437,44855.3002468848,43372.4804040126,56735.893285249,33006.7303703492,44664.426628813,136290.499756808
1991,"Chucky Brown","SF",22,"CLE",74,51,1485,19.4,627,"Starter",41.343669250646,47.0284237726098,33.5917312661499,11.1111111111111,60.2067183462532,"Chucky Brown-1991-CLE",630000,0.0530705079605762,5792115.23881729,3900.41430223387,123162.010847379,172426.81518633,96203.8024644761,140096.787338893,521290.371493557,298562.641176149
1991,"Dee Brown","PG",22,"BOS",82,5,1945,17.7,712,"Bench",52.7131782945737,68.2170542635659,53.4883720930233,60.7235142118863,62.7906976744186,"Dee Brown-1991-BOS",547000,0.0460786791340241,5029027.04068739,2585.61801577758,73720.9645737129,94020.9403258946,80091.9121294658,95403.6012130401,82818.4453083413,284125.821507762
1991,"Mike Brown","C",27,"UTA",82,2,1391,14.2,390,"Bench",21.9638242894057,58.1395348837209,45.4780361757106,49.0956072351421,44.702842377261,"Mike Brown-1991-UTA",650000,0.0547552859910707,5975991.91306545,4296.18397776093,102787.060904726,131403.913088428,133682.593662216,272083.396512509,121721.519492438,420844.500920102
1991,"Tony Brown","SG-SF",30,"UTA",30,0,294,16,83,"Bench",4.65116279069767,24.2894056847545,26.8733850129199,31.5245478036176,19.1214470284238,"Tony Brown-1991-UTA",50000,0.00421194507623621,459691.68562042,1563.57716197422,18925.6045037343,17105.8348399137,24040.6327479868,98833.7124083904,14582.0231422215,28730.7303512762
1991,"Mark Bryant","PF",25,"POR",53,0,781,14.6,272,"Bench",33.5917312661499,55.5555555555556,47.5452196382429,49.0956072351421,36.1757105943152,"Mark Bryant-1991-POR",405000,0.0341167551175133,3723502.6535254,4767.60903140256,67023.0477634571,78314.9742888223,102928.251922452,110845.809762641,75841.8698375963,255034.428323658
1991,"Jud Buechler","SF",22,"BKN",74,10,859,13.1,232,"Bench",24.031007751938,41.343669250646,39.0180878552972,31.5245478036176,29.9741602067183,"Jud Buechler-1991-BKN",225000,0.0189537528430629,2068612.58529189,2408.1636615738,50034.5669067476,53016.7596362888,69013.1957334451,86080.9753234367,65619.1041399968,157909.357655869
1991,"Matt Bullard","PF",23,"HOU",18,0,63,27.1,39,"Bench",84.2377260981912,24.2894056847545,28.1653746770026,49.0956072351421,10.594315245478,"Matt Bullard-1991-HOU",120000,0.0101086681829669,1103260.04548901,17512.0642141113,45421.4508089625,39170.7924407566,104136.984781524,13096.9827485965,22471.6651370656,40710.7027855723
1991,"Willie Burton","SF",22,"MIA",76,26,1928,22.1,915,"Bench",36.4341085271318,55.5555555555556,39.2764857881137,15.2454780361757,72.8682170542636,"Willie Burton-1991-MIA",2e+06,0.168477803049448,18387667.4248168,9537.17190083859,330978.013646702,468159.690355533,252341.393383124,504682.786766248,1206106.32091595,832021.150444199
1991,"Michael Cage","C",29,"OKC",82,55,2141,11.3,522,"Starter",41.343669250646,73.6434108527132,80.8785529715762,81.3953488372093,54.5219638242894,"Michael Cage-1991-OKC",910000,0.076657400387499,8366388.67829164,3907.70139107503,113606.751526276,103443.847236385,153449.877653975,202362.026156179,102787.060904726,740388.37860988
1991,"Adrian Caldwell","PF",24,"HOU",42,0,343,14.4,77,"Bench",16.5374677002584,20.671834625323,30.2325581395349,31.5245478036176,17.8294573643411,"Adrian Caldwell-1991-HOU",275000,0.0231656979192991,2528304.27091231,7371.14947787846,122306.719105383,83628.5258840225,141804.891716386,152883.398881729,80201.1272822183,175576.685480022
1991,"Rick Calloway","SG",24,"SAC",64,0,678,17.9,205,"Bench",6.71834625322997,2.0671834625323,9.81912144702842,5.16795865633075,27.906976744186,"Rick Calloway-1991-SAC",125000,0.0105298626905905,1149229.21405105,1695.02833930833,555939.632297195,117039.922588883,41180.713503496,171058.348399137,222375.852918878,64202.7493883268
1991,"Elden Campbell","PF",22,"LAL",52,0,380,18.4,144,"Bench",66.1498708010336,39.5348837209302,63.5658914728682,52.7131782945737,24.2894056847545,"Elden Campbell-1991-LAL",575000,0.0484373683767164,5286454.38463482,13911.7220648285,133716.199140763,83164.9531241332,217644.451792944,79916.3221427217,100287.149355572,287307.303512762
1991,"Tony Campbell","SG",28,"MIN",77,71,2893,28.1,1678,"Starter",80.8785529715762,69.7674418604651,61.7571059431525,70.8010335917313,96.1240310077519,"Tony Campbell-1991-MIN",1200000,0.101086681829669,11032600.4548901,3813.5501053889,158133.939853425,178645.036654496,114774.633764583,136409.468883146,155825.415184032,392619.23327011
1991,"Antoine Carr","PF",29,"SAC",77,48,2527,27.2,1551,"Starter",90.1808785529716,81.3953488372093,77.5193798449613,82.4289405684755,94.5736434108527,"Antoine Carr-1991-SAC",610000,0.0513857299300817,5608238.56456912,2219.32669749471,68901.2166504206,72346.2774829416,59300.2274450342,62188.777205967,68037.2515513557,206185.241344453
1991,"Bill Cartwright","C",33,"CHI",79,79,2273,15.8,760,"Starter",36.4341085271318,72.8682170542636,50.9043927648579,56.3307493540052,64.3410852713178,"Bill Cartwright-1991-CHI",1100000,0.0926627916771965,10113217.0836492,4449.28160301329,138787.766360718,198670.812760012,157181.325757921,277575.532721435,179532.7986868,640077.030610709
1991,"Terry Catledge","PF",27,"ORL",51,38,1459,23.8,745,"Starter",66.1498708010336,47.0284237726098,42.3772609819121,31.5245478036176,63.5658914728682,"Terry Catledge-1991-ORL",1085000,0.0913992081543257,9975309.5779631,6837.08675665737,212112.35201493,235392.976016569,156928.650677712,150798.625260614,316429.902186206,419130.654536265
1991,"Duane Causwell","C",22,"SAC",76,55,1719,14.8,525,"Starter",50.9043927648579,62.015503875969,69.250645994832,70.8010335917313,55.0387596899225,"Duane Causwell-1991-SAC",650000,0.0547552859910707,5975991.91306545,3476.43508613464,96362.8695981804,86295.1071028482,108577.881237386,117396.389358189,84405.4332246835,403783.237369287
1991,"Cedric Ceballos","SF",21,"PHO",63,0,730,31.3,519,"Bench",88.1136950904393,43.6692506459948,28.6821705426357,15.2454780361757,54.0051679586563,"Cedric Ceballos-1991-PHO",175000,0.0147418077668267,1608920.89967147,2204.00123242667,36843.3365782757,56094.8097453025,29791.9802953521,18259.6008261835,105534.303080146,51403.2236316764
1991,"Tom Chambers","PF",31,"PHO",76,75,2475,27.2,1511,"Starter",77.0025839793282,81.3953488372093,58.3979328165375,67.7002583979328,93.5400516795866,"Tom Chambers-1991-PHO",2060000,0.173532137140932,18939297.4475613,7652.24139295406,232682.797212896,324314.518239213,202472.599784702,245956.648060611,279752.218023138,696297.700277989
1991,"Rex Chapman","PG",23,"CHA",70,68,2100,23.9,1102,"Starter",70.0258397932816,64.3410852713178,66.9250645994832,70.8010335917313,81.3953488372093,"Rex Chapman-1991-CHA",675000,0.0568612585291888,6205837.75587566,2955.16083613127,96452.1771696338,92728.1548850919,76243.1495721867,88622.1111263425,87651.7960410175,259658.483509442
1991,"Maurice Cheeks","PG",34,"NYK",76,64,2147,13.2,592,"Starter",63.3074935400517,79.5865633074935,70.8010335917313,74.6770025839793,58.656330749354,"Maurice Cheeks-1991-NYK",1e+06,0.0842389015247241,9193833.71240839,4282.1768572,115519.923594222,129854.512653359,156740.689282029,145225.046804165,123114.659055434,696502.553970333
1991,"Derrick Chievous","SF",23,"CLE",18,0,110,23.4,43,"Bench",6.2015503875969,8.52713178294574,3.10077519379845,31.5245478036176,11.3695090439276,"Derrick Chievous-1991-CLE",525000,0.0442254233004802,4826762.6990144,43879.6609001309,566047.625611689,1556630.97043214,424535.719208768,778315.485216072,153111.242993325,206271.910214291
1991,"Richard Coffey","SF",25,"MIN",52,1,320,12.1,68,"Bench",12.1447028423773,24.2894056847545,8.01033591731266,15.2454780361757,17.0542635658915,"Richard Coffey-1991-MIN",150000,0.0126358352287086,1379075.05686126,4309.60955269144,56776.813511203,172161.950646873,80863.9465159556,113553.627022406,90457.9740686963,113973.145195145
1991,"Derrick Coleman","PF",23,"BKN",74,68,2602,23.3,1364,"Starter",86.3049095607235,84.4961240310078,74.9354005167959,82.4289405684755,89.1472868217054,"Derrick Coleman-1991-BKN",2100000,0.176901693201921,19307050.7960576,7420.08101308901,228496.289237746,257649.264071527,216574.743712298,223707.444852524,234226.603701388,828628.789530369
1991,"Bimbo Coles","PG",22,"MIA",82,9,1355,16,401,"Bench",27.1317829457364,39.5348837209302,38.5012919896641,21.4470284237726,45.7364341085271,"Bimbo Coles-1991-MIA",290000,0.02442928144217,2666211.77659843,1967.68396796932,67439.4743492545,69249.9300364827,58295.1388442708,98268.9483374851,124316.139463083,166638.236037402
1991,"Steve Colter","PG",28,"SAC",19,0,251,12.4,58,"Bench",20.671834625323,26.3565891472868,29.4573643410853,39.2764857881137,14.9870801033592,"Steve Colter-1991-SAC",3e+05,0.0252716704574172,2758150.11372252,10988.6458714045,104647.460197119,93631.9380711065,184035.18862252,133425.511751327,70223.9535533299,222431.460784074
1991,"Lester Conner","PG",31,"MIL",74,4,1008,12.6,260,"Bench",53.7467700258398,55.5555555555556,63.5658914728682,60.7235142118863,33.8501291989664,"Lester Conner-1991-MIL",9e+05,0.0758150113722517,8274450.34116755,8208.78010036463,148940.106141016,130171.230976904,244443.685651286,153952.513559223,136264.352426887,656702.408029171
1991,"Anthony Cook","PF",23,"DEN",58,25,1121,12.3,307,"Bench",29.4573643410853,30.2325581395349,28.6821705426357,9.56072351421188,39.2764857881137,"Anthony Cook-1991-DEN",370000,0.0311683935641479,3401718.4735911,3034.5392271107,112518.380280321,118600.454890068,86609.5427157734,115479.390287698,355801.364670204,276562.477527732
1991,"Wayne Cooper","C",34,"POR",67,1,746,10.1,147,"Bench",13.953488372093,44.4444444444444,47.5452196382429,49.0956072351421,24.5478036175711,"Wayne Cooper-1991-POR",1100000,0.0926627916771965,10113217.0836492,13556.5912649453,227547.384382107,212707.337574578,411980.527512867,724780.557661527,205990.263756434,1001308.62214349
1991,"Tyrone Corbin","SF",28,"MIN",82,82,3196,22.7,1472,"Starter",80.8785529715762,81.3953488372093,84.2377260981912,92.2480620155039,92.2480620155039,"Tyrone Corbin-1991-MIN",830000,0.069918288265521,7630881.98129896,2387.63516310981,93750.8357702444,90587.4640111257,82721.3256796273,94349.8826441757,82721.3256796273,336162.201819337
1991,"Dave Corzine","C",34,"OKC",28,0,147,14.2,47,"Bench",47.2868217054264,27.6485788113695,38.5012919896641,49.0956072351421,12.1447028423773,"Dave Corzine-1991-OKC",3e+05,0.0252716704574172,2758150.11372252,18762.9259436906,99757.3919636089,71637.8586584305,227107.254044811,58328.092568886,56179.162842664,194235.923501586
1991,"Terry Cummings","PF",29,"SAS",67,62,2195,24.2,1177,"Starter",78.0361757105943,83.2041343669251,80.3617571059432,81.3953488372093,82.687338501292,"Terry Cummings-1991-SAS",1860000,0.156684356835987,17100530.7050796,7790.67458090187,205525.011890242,212794.385301151,206809.543214556,219135.939829994,210092.234376692,706633.500209901
1991,"Dell Curry","SG",26,"CHA",76,14,1515,23.8,802,"Bench",82.9457364341085,60.9819121447028,74.1602067183463,72.0930232558139,67.1834625322997,"Dell Curry-1991-CHA",9e+05,0.0758150113722517,8274450.34116755,5461.68339350993,135686.961103044,111575.340837346,123162.010847379,99757.3919636088,114774.633764582,347665.980721326
1991,"Quintin Dailey","SG",30,"OKC",30,0,299,28.3,184,"Bench",66.1498708010336,26.3565891472868,10.3359173126615,21.4470284237726,27.1317829457364,"Quintin Dailey-1991-OKC",425000,0.0358015331480077,3907379.32777357,13068.1582868681,148250.568612586,378038.949962093,144014.838080797,59068.585931577,182187.445764864,138069.940910727
1991,"Adrian Dantley","SF",34,"MIL",10,0,126,23,57,"Bench",42.6356589147287,20.671834625323,20.9302325581395,39.2764857881137,13.953488372093,"Adrian Dantley-1991-MIL",4e+05,0.0336955606098896,3677533.48496336,29186.7736901854,177900.682335102,175704.377614916,263556.566422375,86254.876283686,93631.9380711066,159892.760215798
1991,"Brad Daugherty","C",25,"CLE",76,76,2946,24,1645,"Starter",92.7648578811369,94.3152454780362,89.1472868217054,92.7648578811369,95.6072351421189,"Brad Daugherty-1991-CLE",1320000,0.111195350012636,12135860.5003791,4119.43669395081,128673.370236896,136132.696047731,126934.540909371,130823.90010158,130823.90010158,505660.854182462
1991,"Brad Davis","PG",35,"DAL",80,6,1426,15.6,431,"Bench",26.3565891472868,47.0284237726098,31.0077519379845,9.56072351421188,49.3540051679587,"Brad Davis-1991-DAL",6e+05,0.0505433409148345,5516300.22744503,3868.37323102737,117297.15318798,177900.682335102,111770.062200064,209294.920394238,576975.185951683,353608.988938784
1991,"Terry Davis","PF",23,"MIA",55,17,996,13.4,300,"Bench",38.7596899224806,53.2299741602067,47.5452196382429,49.0956072351421,38.7596899224806,"Terry Davis-1991-MIA",250000,0.021059725381181,2298458.4281021,2307.68918484147,43179.7772658016,48342.5767214953,59300.2274450342,59300.2274450342,46815.9690355533,171526.748365828
1991,"Walter Davis","SG",36,"POR",71,14,1483,24.6,924,"Bench",73.6434108527132,53.2299741602067,44.9612403100775,39.2764857881137,73.3850129198966,"Walter Davis-1991-POR",9e+05,0.0758150113722517,8274450.34116755,5579.53495695721,155447.198156886,184035.18862252,112753.953592671,112358.325685328,210671.86065999,336359.769966161
1991,"Johnny Dawkins","PG",27,"PHI",4,4,124,19,63,"Starter",96.640826873385,33.8501291989664,81.6537467700258,52.7131782945737,15.7622739018088,"Johnny Dawkins-1991-PHI",1500000,0.126358352287086,13790750.5686126,111215.730392037,407406.142752143,168893.052849781,874921.38853329,142701.082086981,261618.650492798,725828.9772954
1991,"Vlade Divac","C",22,"LAL",82,81,2310,17.1,921,"Starter",86.5633074935401,91.9896640826873,94.0568475452196,93.5400516795866,73.1266149870801,"Vlade Divac-1991-LAL",770000,0.0648639541740376,7079251.95855446,3064.61123746946,76957.0367404656,75265.6732956202,96808.1451576175,81781.209192853,75681.5057447673,413991.342605524
1991,"James Donaldson","C",33,"DAL",82,82,2800,13.6,819,"Starter",45.2196382428941,73.6434108527132,48.8372093023256,52.7131782945737,67.9586563307494,"James Donaldson-1991-DAL",880000,0.0741302333417572,8090573.66691938,2889.49059532835,109861.474003432,165664.127465492,119051.40719003,178917.257662731,153482.941622441,594895.122567602
1991,"Sherman Douglas","PG",24,"MIA",73,73,2562,24,1352,"Starter",88.6304909560724,81.3953488372093,75.4521963824289,82.4289405684755,88.3720930232558,"Sherman Douglas-1991-MIA",325000,0.0273776429955353,2987995.95653273,1166.27476835782,36709.6646088307,39601.1792869235,33811.5331923441,33712.9572938241,36249.3553347387,124499.831522197
1991,"Greg Dreiling","C",28,"IND",73,42,1031,12.1,259,"Starter",17.312661498708,39.5348837209302,38.5012919896641,21.4470284237726,33.3333333333333,"Greg Dreiling-1991-IND",3e+05,0.0252716704574172,2758150.11372252,2675.21834502669,69764.9734647461,71637.8586584305,82744.5034116757,159314.043882181,128602.902892845,227946.290390291
1991,"Larry Drew","PG",32,"LAL",48,2,496,16.1,139,"Bench",26.3565891472868,30.2325581395349,16.2790697674419,15.2454780361757,23.7726098191214,"Larry Drew-1991-LAL",550000,0.0463313958385983,5056608.54182461,10194.7752859367,167257.051768045,310620.238997797,212707.337574579,191853.677028052,331679.238251886,314075.064709603
1991,"Clyde Drexler","SG",28,"POR",82,82,2852,25.7,1767,"Starter",96.1240310077519,97.6744186046512,98.7080103359173,98.9664082687339,97.1576227390181,"Clyde Drexler-1991-POR",1180000,0.0994019037991745,10848723.7806419,3803.90034384358,111070.267278,109907.227830063,111661.066572032,112861.723201839,109620.263788731,422129.329986066
