"player","salary","year_end","team_id","fran_id","cap","per_cap","sal_2020"
"Aleksandar Radojevic",1325760,2000,"TOR","Raptors",3.4e+07,0.0389929411764706,4255689.6
"Aleksandar Radojevic",1425120,2001,"TOR","Raptors",35500000,0.0401442253521127,4381340.75492958
"Aleksandar Radojevic",1524600,2002,"MIL","Bucks",42500000,0.0358729411764706,3915172.8
"Aleksandar Radojevic",720046,2005,"UTA","Jazz",43870000,0.0164131752906314,1791333.95121951
"Alex Abrines",5994764,2017,"OKC","Thunder",94143000,0.0636772144503574,6949731.18511201
"Alex Abrines",5725000,2018,"OKC","Thunder",99093000,0.0577740102731777,6305455.48121462
"Alex Acker",398762,2006,"DET","Pistons",49500000,0.00805579797979798,879209.791515152
"Alex Acker",839209,2007,"DET","Pistons",53135000,0.0157939023242684,1723746.49967065
"Alex Acker",711517,2009,"LAC","Clippers",58680000,0.0121253749147921,1323363.41820041
"Alex Blackwell",140000,1993,"LAL","Lakers",1.4e+07,0.01,1091400
"Alex Caruso",50000,2017,"OKC","Thunder",94143000,0.000531106933069904,57965.0106752494
"Alex English",1500000,1991,"DAL","Mavericks",11871000,0.126358352287086,13790750.5686126
"Alex English",5e+05,1992,"DAL","Mavericks",12500000,0.04,4365600
"Alex Garcia",366931,2004,"SAS","Spurs",43840000,0.00836977645985401,913477.402828467
"Alex Garcia",620046,2005,"NOP","Pelicans",43870000,0.0141337132436745,1542553.46341463
"Alex Kirk",65000,2015,"NYK","Knicks",63065000,0.00103068262903354,112488.70213272
"Alex Len",3492720,2014,"PHO","Suns",58679000,0.0595224867499446,6496284.20388895
"Alex Len",3649920,2015,"PHO","Suns",63065000,0.0578755252517244,6316534.8259732
"Alex Len",3807120,2016,"PHO","Suns",7e+07,0.0543874285714286,5935843.95428571
"Alex Len",4823621,2017,"PHO","Suns",94143000,0.0512371711120317,5592024.85516714
"Alex Len",4187599,2018,"PHO","Suns",99093000,0.0422592816848819,4612178.00308801
"Alex Poythress",38903,2017,"PHI","Sixers",94143000,0.00041323306034437,45100.2562059845
"Alex Poythress",35381,2017,"IND","Pacers",94143000,0.000375821887978926,41017.2008540199
"Alex Stepheson",61776,2016,"LAC","Clippers",7e+07,0.000882514285714286,96317.6091428571
"Alex Stepheson",30888,2016,"MEM","Grizzlies",7e+07,0.000441257142857143,48158.8045714286
"Alex Stivrins",140000,1993,"PHO","Suns",1.4e+07,0.01,1091400
"Alexander Johnson",412718,2007,"MEM","Grizzlies",53135000,0.00776734732285687,847728.286816599
"Alexander Johnson",687456,2008,"MIA","Heat",55630000,0.0123576487506741,1348713.78464857
"Alexander Volkov",650000,1991,"ATL","Hawks",11871000,0.0547552859910707,5975991.91306545
"Alexander Volkov",675000,1992,"ATL","Hawks",12500000,0.054,5893560
"Alexey Shved",2934610,2013,"MIN","Timberwolves",58044000,0.0505583695127834,5517940.44862518
"Alexey Shved",3150000,2014,"MIN","Timberwolves",58679000,0.0536818964195027,5858842.17522453
"Alexey Shved",3282056,2015,"NYK","Knicks",63065000,0.0520424324110045,5679911.07333703
"Alexis Ajinca",1467840,2011,"TOR","Raptors",58044000,0.0252884019020054,2759976.18358487
"Alexis Ajinca",981084,2015,"NOP","Pelicans",63065000,0.0155567113295806,1697859.47451043
"Alexis Ajinca",4300000,2016,"NOP","Pelicans",7e+07,0.0614285714285714,6704314.28571429
"Alexis Ajinca",4600000,2017,"NOP","Pelicans",94143000,0.0488618378424312,5332780.98212294
"Alexis Ajinca",4961798,2018,"NOP","Pelicans",99093000,0.0500721342577175,5464872.73288729
"Al-Farouq Aminu",2563320,2011,"LAC","Clippers",58044000,0.0441616704568948,4819804.7136655
"Al-Farouq Aminu",2755560,2012,"NOP","Pelicans",58044000,0.0474736406863758,5181273.14451106
"Al-Farouq Aminu",2947800,2013,"NOP","Pelicans",58044000,0.0507856109158569,5542741.57535663
"Al-Farouq Aminu",3700000,2014,"NOP","Pelicans",58679000,0.0630549259530667,6881814.6185177
"Al-Farouq Aminu",981084,2015,"DAL","Mavericks",63065000,0.0155567113295806,1697859.47451043
"Al-Farouq Aminu",7500000,2016,"POR","Trailblazers",7e+07,0.107142857142857,11693571.4285714
"Al-Farouq Aminu",7680965,2017,"POR","Trailblazers",94143000,0.0815882752833455,8904544.36442433
"Al-Farouq Aminu",7319035,2018,"POR","Trailblazers",99093000,0.0738602625816153,8061109.05815749
"Alfonzo McKinnie",815615,2018,"TOR","Raptors",99093000,0.00823080338671753,898309.881626351
"Allan Houston",736000,1994,"DET","Pistons",15175000,0.048500823723229,5293379.90115321
"Allan Houston",956000,1995,"DET","Pistons",15964000,0.0598847406664996,6535820.59634177
"Allan Houston",5e+06,1997,"NYK","Knicks",24363000,0.205229241062267,22398719.3695358
"Allan Houston",6e+06,1998,"NYK","Knicks",26900000,0.223048327137546,24343494.4237918
"Allan Houston",7e+06,1999,"NYK","Knicks",3e+07,0.233333333333333,25466000
"Allan Houston",12750000,2002,"NYK","Knicks",42500000,0.3,32742000
"Allan Houston",14343750,2003,"NYK","Knicks",40271000,0.356180626257108,38873553.5497008
"Allan Houston",15937500,2004,"NYK","Knicks",43840000,0.363537864963504,39676522.5821168
"Allan Houston",17531250,2005,"NYK","Knicks",43870000,0.399618190107135,43614329.2682927
"Allan Houston",19125000,2006,"NYK","Knicks",49500000,0.386363636363636,42167727.2727273
"Allen Crabbe",862000,2015,"POR","Trailblazers",63065000,0.0136684373265678,1491773.24982161
"Allen Crabbe",947276,2016,"POR","Trailblazers",7e+07,0.0135325142857143,1476938.60914286
"Allen Crabbe",18500000,2017,"POR","Trailblazers",94143000,0.196509565235865,21447053.9498423
"Allen Crabbe",19332500,2018,"BKN","Nets",99093000,0.195094507180124,21292614.5136387
"Allen Iverson",2267000,1997,"PHI","Sixers",24363000,0.0930509378976316,10155579.3621475
"Allen Iverson",3128640,1998,"PHI","Sixers",26900000,0.116306319702602,12693671.732342
"Allen Iverson",3537000,1999,"PHI","Sixers",3e+07,0.1179,12867606
"Allen Iverson",9e+06,2000,"PHI","Sixers",3.4e+07,0.264705882352941,28890000
"Allen Iverson",11250000,2002,"PHI","Sixers",42500000,0.264705882352941,28890000
"Allen Iverson",14625000,2005,"PHI","Sixers",43870000,0.333371324367449,36384146.3414634
"Allen Iverson",16453125,2006,"PHI","Sixers",49500000,0.332386363636364,36276647.7272727
"Allen Iverson",19012500,2008,"DEN","Nuggets",55630000,0.341767032176883,37300453.891785
"Allen Iverson",20840625,2009,"DET","Pistons",58680000,0.355157208588957,38761857.7453988
"Allen Iverson",1029794,2010,"PHI","Sixers",57700000,0.0178473830155979,1947863.38232236
"Allen Iverson",161386,2010,"MEM","Grizzlies",57700000,0.00279698440207972,305262.877642981
"Alonzo Gee",479735,2011,"CLE","Cavaliers",58044000,0.00826502308593481,902044.619598925
"Alonzo Gee",125538,2011,"WAS","Wizards",58044000,0.00216280752532562,236048.813314038
"Alonzo Gee",76219,2011,"SAS","Spurs",58044000,0.00131312452622149,143314.410791813
"Alonzo Gee",854389,2012,"CLE","Cavaliers",58044000,0.0147196781751775,1606505.67603887
"Alonzo Gee",3500000,2013,"CLE","Cavaliers",58044000,0.0602990834539315,6581041.96816208
